,Description,Category,Submitted,Meta_Url,Related APIs,Categories,URL,Company,App Type
109,An e-commerce price comparison site. Includes data from a variety of sources including APIs from PriceRunner and Shopping.com.,eCommerce,12.21.2007,https://www.programmableweb.com/mashup/shopsort,"Shopping.com, PriceRunner","eCommerce, Comparisons",http://www.shopsort.com,,
110,FlickrEdit is a Java Desktop application for displaying and editing your photos in a variety of ways. It also allows you to download or upload your photos to and from Flickr.,Storage,12.21.2007,https://www.programmableweb.com/mashup/flickredit,Flickr,"Storage, Photos",http://sunkencity.org/flickredit,,
111,Google Maps Mashup of US Towns and Cities named with Christmas or Holiday Season Names,Holidays,12.20.2007,https://www.programmableweb.com/mashup/us-towns-holiday-season-names,Google Maps,"Holidays, Holidays, Mapping, Trivia",http://www.mibazaar.com/christmas/,,
112,"A social media mashup with news entries, videos, and extra features like tag browsing and rss feeds for specific tags",Video,12.20.2007,https://www.programmableweb.com/mashup/web-2.0-announcer,"del.icio.us, Ma.gnolia, Yahoo My Web Search, CNET, Digg","Video, Social, Bookmarks, News Services, Feeds",http://web2announcer.com/,,
113,"Foamee helps track who you owe beers or coffees to, and vice versa.",Messaging,12.19.2007,https://www.programmableweb.com/mashup/foamee,Twitter,"Messaging, Social, Beer, Humor",http://www.foamee.com,,
114,Mashup that aggregates music videos from YouTube with a search interface.,Video,12.19.2007,https://www.programmableweb.com/mashup/imusix,YouTube,"Video, Music",http://www.imusix.com,,
115,"A collaborative way to plan, coordinate, and share gatherings that involve travel.",Travel,12.18.2007,https://www.programmableweb.com/mashup/triphub,Microsoft Bing Maps,"Travel, Mapping, Social, Events",http://www.triphub.com,,
116,"Vimasic is a VIdeos, iMAges and muSIC mashup. Saves searching on different sites for variety of useful music data: lyrics, videos, photos, biographies, concert dates and other information. 5 APIs used.",Music,12.18.2007,https://www.programmableweb.com/mashup/vimasic,"Flickr, Amazon Product Advertising, Google Maps, YouTube, JamBase","Music, Video, Images, Lyrics, Events, Audio",http://www.Vimasic.com,,
117,Tafiti demonstrates a new interface to search. It was originally created to demonstrate Microsoft Silverlight and the Windows Live Search APIs. Get the source code of this Windows Live Platform Quick Application from here http://codeplex.com/WLQuickApps,Search,12.18.2007,https://www.programmableweb.com/mashup/tafiti-search,"Microsoft Bing, Windows Live ID Web Authentication","Search, Visualizations",http://tafiti.mslivelabs.com,,
118,"gives you all level-1, the US states, and level-2, the US counties, administrative areas the Google Maps route planner transits. Results are display as a list but also on the map for the USA and France. You can animate the route and see altitude profile.",Travel,12.17.2007,https://www.programmableweb.com/mashup/road-trip,"Google Maps, GeoNames, Google Chart","Travel, Mapping, French, Mapping",http://roadtrip.gmapify.fr,,
119,"UK property search engine indexing 11,000 estate agent branches and 600,000 properties for sale.",England,12.17.2007,https://www.programmableweb.com/mashup/mighty-homes,"Google Maps, Google Base","England, Mapping, Real Estate",http://www.mightyhomes.co.uk,,
120,"CribQ.com adds tools and context to Craigslist rental housing listings. More than a map it adds features like birdseye views, walkability ratings, notes, and hotlists. Built using 5 APIs including Rentometer and Amazon services.",Housing,12.16.2007,https://www.programmableweb.com/mashup/cribq-rental-housing-dashboard,"Google Maps, Microsoft Bing Maps, Amazon S3, Amazon EC2, Rentometer","Housing, Real Estate, Mapping",http://sfbay.cribq.com/,,
121,Mapping the beautiful mountains of North America.,Mapping,12.16.2007,https://www.programmableweb.com/mashup/north-american-mountains,Google Mashup Editor,"Mapping, Reference",http://peaks.googlemashups.com/,,
122,"A useful, single-page application to create calendar posters. Customize the layout of the poster, add holiday calendars, import any public Google calendar. Download as image or PDF.",eCommerce,12.16.2007,https://www.programmableweb.com/mashup/fo.reca.st-calendar,Google Calendar,"eCommerce, Calendars, Photos",http://fo.reca.st/calendar/start,,
123,"Find your dining places in Croatia: restaurants, tTaverns, pizzerias, and other spots",Mapping,12.14.2007,https://www.programmableweb.com/mashup/interactive-croatia-gastro-map,Google Maps,"Mapping, Food",http://www.croatia-gastro.net/,,
124,"Combyo.com aggregates shopping deals coupons from top deal sites like Fatwallet, Slickdeals, Shopzilla and others. It presents them with real-time price comparison side by side. Combyo.com visitors can also set price alerts.",eCommerce,12.14.2007,https://www.programmableweb.com/mashup/combyo,Shopzilla,"eCommerce, Discounts",http://www.combyo.com,,
125,AJAX GUI for the Google Chart API.,Charts,12.14.2007,https://www.programmableweb.com/mashup/chart-generator,Google Chart,Charts,http://www.jonwinstanley.com/charts/,,
126,"Our algorithm takes information about you and your crush, and generates lots of data about your potential as a couple. Type your name and the name of your crushvin the appropriate boxes, and hit Graph It.",Social,12.13.2007,https://www.programmableweb.com/mashup/love-o-graph,Google Chart,"Social, Charts",http://lovegraph.thefootnotes.net/index.html,,
127,"Millions homes for sale on Google map and Birds Eye View. Neighborhood information, crime rates, schools profiles and more.",Mapping,12.13.2007,https://www.programmableweb.com/mashup/sale-owner,Google Maps,"Mapping, Real Estate",http://www.fizber.com,,
128,Aggregates expert reviews from all over the web and mashes them with online prices to find the best-rated gadgets for any budget. This site uses the PriceGrabber API.,eCommerce,12.13.2007,https://www.programmableweb.com/mashup/smartratings,PriceGrabber,eCommerce,http://www.SmartRatings.com,,
129,BusinessWeek magazine will use the LinkedIn API to embed links within content that allows you to click on a company name and see who you are connected to via LinkedIn. Note: not yet live as of Dec 11th 2007.,Social,12.10.2007,https://www.programmableweb.com/mashup/businessweek-linkedin,LinkedIn,"Social, News Services, Enterprise, Business",http://www.businessweek.com/,,
130,Visual mapping and prospecting for over 10 million US businesses.,Marketing,12.10.2007,https://www.programmableweb.com/mashup/prospella-maps,"Google Maps, Yahoo Geocoding, GlobeXplorer","Marketing, Sales, Mapping, Enterprise",http://maps.acjust.com/,,
131,"A platform for improving delivery, monetization and analytics of online video. This platform is built on multiple Amazon web services. Winner of Amazon Startup Challenge.",Video,12.10.2007,https://www.programmableweb.com/mashup/ooyala,"Amazon Queue Service, Amazon Mechanical Turk, Amazon S3, Amazon EC2, Amazon Flexible Payments Service","Video, Tools, Advertising, Storage",http://www.ooyala.com/,,
132,Google Maps Mashup of NCAA college football Bowl games schedule.,Mapping,12.09.2007,https://www.programmableweb.com/mashup/college-football-bowl-schedule,Google Maps,"Mapping, Education, Sports, Sports",http://www.mibazaar.com/collegebowl/,,
133,"The Windfinder iGoogle Gadget is a tiny piece of software, which displays wind, waves and weather from your favorite surfspot as observations and forecast.",Widgets,12.09.2007,https://www.programmableweb.com/mashup/windfinder-conncted-to-wind,Google Gadgets,"Widgets, Sports, Weather",http://www.google.com/ig/adde?synd=open&source=ggyp&moduleurl=www.windfinder.com/widget/windfinder-igoogle-gadget/windfinder_igoogle.xml,,
134,Shop and instant message with your buddies at the same time. Uses jabber as the chat server.,Messaging,12.08.2007,https://www.programmableweb.com/mashup/bunnybot,Amazon EC2,"Messaging, eCommerce",http://www.bunnybot.com,,
135,Education reference site based on US Department of Education data embedded with Yahoo Answers to deliver relevant questions and answers about colleges and universities in the United States. Site also uses Google search api for site search capabilities.,Education,12.08.2007,https://www.programmableweb.com/mashup/completeschools.com,"eBay, Google Search, Yahoo Answers","Education, Q&amp;A, Education, Education",http://www.completeschools.com/,,
136,"A mashup of del.iciou.us tags with a Yahoo Pipe containing aggregated results from Blogger, Technorati Google Blog Search and several others. Click on a tag to see what people in the blogosphere are saying about that topic today.",Application Development,12.08.2007,https://www.programmableweb.com/mashup/pipelicious,"Technorati, del.icio.us, Google Search, Yahoo Search","Application Development, Blogging, Search, Aggregation",http://pipelicious.visualrinse.com/,,
137,"Geolocates and displays the RSS feed you enter or choose from a selection (Reuters, AP, AFP, All together, Top news from all countries).",Feeds,12.07.2007,https://www.programmableweb.com/mashup/mapified-rss,"Google Maps, GeoNames","Feeds, Mapping, News Services, Feeds",http://mapifiedrss.gmapify.fr,,
138,"NBA basketball teams on the map. Click on team icon to get latest news. Now it's also possible to view NBA players' location as it's set in their twitter profiles, as well as their latest tweets",Application Development,12.07.2007,https://www.programmableweb.com/mashup/nba-above,"Google Maps, Twitter","Application Development, News Services, Sports, Mapping",http://nbamap.landme2.com/,,
139,Great cuisines made simple. This is a recipe gadget that gives recipes from all over the world with many from south and north of India.,Food,12.06.2007,https://www.programmableweb.com/mashup/epicurious-dish-day,Google Gadgets,"Food, Food, Indian",http://googlemodules.com/module/4550/,,
140,"This is a Google Widget that shows festivals and events in the localities of in Kerala and Tamilnadu, India.",Indian,12.06.2007,https://www.programmableweb.com/mashup/festive-calendar,Google Gadgets,"Indian, Events, Holidays, Events, Widgets",http://googlemodules.com/module/4426/,,
141,"Customized Google News for your locality. Set the location and source and add some keywords if needed, you will what is happening around you.",News Services,12.06.2007,https://www.programmableweb.com/mashup/events-day-around-you,Google Gadgets,"News Services, Widgets, Search",http://googlemodules.com/module/4582/,,
142,"Penetrating, sometimes funny thoughts from great minds of the world, especially from the ancient land of wisdom, India.",,12.06.2007,https://www.programmableweb.com/mashup/guru-sagaramthought-day,Google Gadgets,,http://googlemodules.com/module/4551/,,
143,"Search Google, Amazon, eBay, YouTube, Facebook, Wikipedia and more, all from a single search box. Includes category defaults and quick 1-character shortcuts.",eCommerce,12.06.2007,https://www.programmableweb.com/mashup/ultrasearchula,"Amazon Product Advertising, eBay, YouTube, Facebook","eCommerce, Search, Video, Social, Reference",http://www.ultrasearchula.com/,,
144,"New York City apartment rentals on a searchable map with broker reviews, zoned public schools, and local restaurants.",New York City,12.06.2007,https://www.programmableweb.com/mashup/flyrig,"Google Search, Google Maps, Amazon S3","New York City, Rentals, Mapping, Real Estate",http://www.flyrig.com,,
145,"The Onion satire: click on the pins scattered around the globe to reveal mind-expanding factoids about the lesser, conquerable nations of the Earth. Come back each week to learn more about how little you know.",News Services,12.06.2007,https://www.programmableweb.com/mashup/onion-atlas,Google Maps,"News Services, Humor, Humor, Mapping",http://www.theonion.com/content/atlas,,
146,"Offers apartment rentals, vacation rentals, home rentals and other real estate rentals. Search the listings or post your rental listing. Also searches Craigslist.",Mapping,12.05.2007,https://www.programmableweb.com/mashup/rental-source,"Google Maps, Amazon S3","Mapping, Real Estate",http://www.rentalsource.com,,
147,"Google Mapping ACT Scores by state in math, reading, science, and English categories.",Statistics,12.05.2007,https://www.programmableweb.com/mashup/act-scores-us-state,Google Maps,"Statistics, Reference, Mapping, Education",http://www.mibazaar.com/education/actscores.html,,
148,Geolocated presentation of World stock indices daily changes (thanks to Bloomberg.com). Intraday data are at least 15 minutes delayed.,Asia,12.04.2007,https://www.programmableweb.com/mashup/mapified-stock-indices,"Google Maps, GeoNames, Dapper","Asia, Mapping, Financial",http://mapifiedindices.gmapify.fr,,
149,MacrosReader: tracking and sharing top news. MacrosReader is a mashup feeds library designed to change the way you read news. MacrosReader includes a wide variety of feeds and Yahoo Pipes as resources for mashups. We dare to say this is the next web 3.0,Application Development,12.03.2007,https://www.programmableweb.com/mashup/macrosreader,Google Friend Connect,"Application Development, Feeds, Photos, Search, News Services",http://www.macrostandard.ro/MacrosReader.html,,
150,"Google Maps mashup for SMS that lets you display SMS directly on the Google Maps. Could be used as micro blogging, local news publishing, etc.",Mapping,12.03.2007,https://www.programmableweb.com/mashup/geosms,"Google Maps, geocoder","Mapping, Messaging, Messaging",http://www.linkstore.ru/geosms/,,
151,Start a mailrace on a Google map.,Social,12.03.2007,https://www.programmableweb.com/mashup/mymapmailrace,Google Maps,"Social, Mapping, Humor",http://www.mymapmailrace.com,,
152,Interactive map that presents a balanced view of industrial environmental performance.,Mapping,12.03.2007,https://www.programmableweb.com/mashup/mapecos,Google Maps,"Mapping, Sustainability, Environment, Government",http://mapecos.org/,,
153,"Aggregates search trends from Google Trends and Yahoo Buzz. A complete list of the trends is supplemented by Google Search Results, Blog Search Results, News Results, Image Results, Book Results, Yahoo Search Results, and MSN Live Search Results.",Social,12.02.2007,https://www.programmableweb.com/mashup/trendite,"Google Search, Yahoo Search","Social, Search, Video, News Services",http://www.trendite.com,,
154,"BigSity allows you to search locally for businesses, see pictures of places, watch videos, write reviews, see events, and more.",Localization,12.02.2007,https://www.programmableweb.com/mashup/bigsity,"Google Maps, YouTube, Zvents, Yahoo Geocoding, Yahoo Local Search","Localization, Events, Mapping, Photos",http://www.bigsity.com/,,
155,A professional services demo website using the Windows Live platform services. Customers can interact with sales staff via Messenger and staff can schedule an appointment using an activity that integrates Virtual Earth and LiveAlerts.,Mapping,12.02.2007,https://www.programmableweb.com/mashup/contoso-isv,"Microsoft Bing Maps, Windows Live Contacts Control, Microsoft Silverlight Streaming","Mapping, Messaging, Video",http://contosoisv.mslivelabs.com,,
156,"This is a demo site for the Windows Live Platform showing how organizations can use the Windows Live online services. Integrates Silverlight Streaming by Windows Live and Microsoft Virtual Earth, and all content comes from Spaces.",Mapping,12.02.2007,https://www.programmableweb.com/mashup/contoso-bicycle-club,"Microsoft Bing Maps, Windows Live Spaces, Windows Live Expo, Microsoft Silverlight Streaming","Mapping, Video, Cycling, Sports",http://contosobicycleclub.mslivelabs.com,,
157,"Demo site built by the Windows Live Platform team for an education scenario. Allows students to view education social content, list their friends, and see their location on campus. Source code available.",Social,12.02.2007,https://www.programmableweb.com/mashup/contoso-university,"Microsoft Bing Maps, Windows Live Spaces, Windows Live Expo, Windows Live Contacts, Windows Live Data, Microsoft Silverlight Streaming","Social, Video, Application Development, Mapping",http://contosouniversity.mslivelabs.com,,
158,Create fullscreen generative compositions based on Kuler themes via a Flash interface.,Design,12.02.2007,https://www.programmableweb.com/mashup/coolerkreator,Kuler,"Design, Art, Visualizations",http://visualrinse.com/coolerkreator/,,
159,"Get Yahoo Astrology on your mobile device. Use the keyword yahooastro in an SMS, WAP, or Email and select your sign. View quickie or an extended version.",Astrology,12.01.2007,https://www.programmableweb.com/mashup/yahoo-astrology-mobile,411Sync,"Astrology, Messaging, Astrology, Mobile",http://www.411sync.com/cgi-bin/search?query=clipyahooastro,,
160,Compare the image results for two competing keywords.,Celebrities,12.01.2007,https://www.programmableweb.com/mashup/flickr-image-fight,Flickr,"Celebrities, Photos, Photos, Photos",http://www.flickrfight.net/,,
161,A Java-based Flickr backup utility that lets you back up all your photos on Flickr.,Backup,12.01.2007,https://www.programmableweb.com/mashup/flickrbackup,Flickr,"Backup, Photos, Storage",http://sunkencity.org/flickrbackup,,
162,This new version of the skins gadget integrates Flickr and iGoogle to being you random images from a user specified Flickr group.,Photos,11.30.2007,https://www.programmableweb.com/mashup/custom-igoogle-skins-v2,"Flickr, Google Gadgets","Photos, Widgets",http://bonstio.net/google-gadgets/custom-igoogle-skins-v2.0.html,,
163,Locate the biggest Christmas light displays. Decorators register their display and we provide an interactive mapping experience with custom driving directions.,Mapping,11.29.2007,https://www.programmableweb.com/mashup/tacky-christmas-lights,"Microsoft Bing Maps, Yahoo Maps, GeoNames","Mapping, Holidays, Holidays",http://www.tackylighttour.com,,
164,A site specializing in local news and local business listings.,Food,11.29.2007,https://www.programmableweb.com/mashup/goboz,Google Maps,"Food, Localization, Mapping",http://portland.goboz.com/,,
165,Find attractions on a map of Belize and other Central American cities. Click the tabs at the top to watch YouTube videos related to the city.,Mapping,11.29.2007,https://www.programmableweb.com/mashup/belizemapia,"Google Maps, YouTube, Google AdSense","Mapping, Video, Travel",http://www.belizemapia.com,,
166,Search engine for targeting information about a country. Uses the Google Page Creator and other APIs.,Search,11.29.2007,https://www.programmableweb.com/mashup/country-search,"Google Maps, Google Custom Search","Search, Reference, Mapping",http://country.search.googlepages.com/,,
167,Gives you overflown countries between 2 points on Earth following the great circle (it's more or less the air route).,Travel,11.29.2007,https://www.programmableweb.com/mashup/overflown-countries,"Google Maps, GeoNames","Travel, Air Travel, Countries, Air Travel, Air Travel",http://overflowncountries.gmapify.fr,,
168,Collection of songs and video clips with their lyrics.,Music,11.29.2007,https://www.programmableweb.com/mashup/lyrics-and-clips,YouTube,"Music, Video",http://www.iuyy.com,,
169,Collaborative mapping for virtual tourists.,Mapping,11.28.2007,https://www.programmableweb.com/mashup/mapmyglobe,Google Maps,"Mapping, Travel, Social, Wiki",http://www.mapmyglobe.com,,
170,Multiple destinations-dates wrapper for Kayak flight metasearch engine.,Travel,11.28.2007,https://www.programmableweb.com/mashup/mapified-kayak,"Google Maps, Kayak","Travel, Air Travel, Air Travel, eCommerce, Mapping",http://mapifiedkayak.gmapify.fr,,
171,Mallicious offers a social shopping experience that leverages real life relationships on Facebook to help consumers find online deals.,Social,11.27.2007,https://www.programmableweb.com/mashup/mallicious-social-shopping,"Amazon Product Advertising, Facebook, Commission Junction, LinkShare","Social, eCommerce",http://www.mallicious.com,,
172,"gMOVE is a migration utility for moving your Microsoft Outlook calendars, email, contacts and tasks to Google Apps and GMail. Built using the Google Apps Email Migration API.",Email,11.27.2007,https://www.programmableweb.com/mashup/gmove,Google Apps Email Migration,"Email, Enterprise, Office",http://partnerpage.google.com/limitnone.com,,
173,"Preview what everyone is bookmarking in del.icio.us. With this Google gadget, you can preview, add tabs, and remove tabs for the tags in the Tagcloud.",Social,11.27.2007,https://www.programmableweb.com/mashup/delicious-preview,"del.icio.us, Google Gadgets","Social, Bookmarks, Widgets",http://www.google.com/ig/directory?url=www.therandomhomepage.com/google/gadgets/DeliciousPreview/module.xml,,
174,"A financial sector summary from Google Finance. Get this information real time on your phone using SMS, WAP or email. Use the keyword googsectors and get a response within seconds.",Financial,11.27.2007,https://www.programmableweb.com/mashup/stock-sector-updates-phone,411Sync,"Financial, Mobile, News Services, Messaging",http://www.411sync.com/cgi-bin/search?query=clipgoogsectors,,
175,"Record store, organize and share your VoIP conversations. With this tool you can record and save Skype, Gtalk, VoipCheap, VoipStunt, VoipBuster, 12Voip, Yahoo Messenger, MSN Live, and Globe7.",Voice,11.27.2007,https://www.programmableweb.com/mashup/easy-voip-recorder,"Skype, Google Talk","Voice, Telephony, Messaging",http://www.easyvoiprecorder.com,,
176,Transit directions in Toronto. TTC Subway and GO Transit.,Transportation,11.26.2007,https://www.programmableweb.com/mashup/to-mapster,Google Maps,"Transportation, Mapping, Canadian",http://www.tomapster.com,,
177,You can find out how far it is between the North Pole and your house by using this tool which displays a map and the measured distance.,Holidays,11.25.2007,https://www.programmableweb.com/mashup/how-far-does-santa-have-to-travel,Google Maps,"Holidays, Holidays, Mapping, Humor",http://www.freemaptools.com/how-far-does-santa-have-to-travel.htm,,
178,Search eBay for music by artists from your last.fm profile.,Music,11.25.2007,https://www.programmableweb.com/mashup/exitahead,"eBay, Last.fm","Music, Auctions, eCommerce",http://www.exitahead.co.uk/,,
179,The world is your social oyster. Create your social network on a Google map. Invite your friends and see how you know people all over the world.,Humor,11.24.2007,https://www.programmableweb.com/mashup/mymapfriends,Google Maps,"Humor, Social, Mapping",http://www.mymapfriends.com,,
180,Search both Amazon and eBay at the same time from a single search form.,eCommerce,11.23.2007,https://www.programmableweb.com/mashup/amazon-and-ebay-comparison-shopping,"Amazon Product Advertising, eBay","eCommerce, Search",http://ugux.com/shopping/,,
181,"Search for videos, images, blogs, news, auctions, and products all on one page. The homepage shows popular searches from Yahoo, AOL, Google, and Technorati, so that you can also track buzz.",Search,11.23.2007,https://www.programmableweb.com/mashup/searchquilt,"Amazon Product Advertising, eBay, Yahoo Search","Search, eCommerce, Video, News Services, Auctions, Photos",http://searchquilt.com,,
182,"View the latest Thanksgiving day sale from Sears on your phone using SMS, WAP, or Email. Get the latest info on deals when you use the keyword searsbf.",eCommerce,11.22.2007,https://www.programmableweb.com/mashup/sears-deals-phone,411Sync,"eCommerce, Mobile, Messaging",http://www.411sync.com/cgi-bin/search?query=clipsearsbf,,
183,"Tired of hunting down those elusive Nintendo Wiis? Use this Google Gadget, a live ticker displaying all the Nintendo Wiis on sale on your chosen eBay site. Supports US, UK and Australian eBay sites. Use it and grab a bargain!",eCommerce,11.21.2007,https://www.programmableweb.com/mashup/ebay-nintendo-wii-ticker,"eBay, Google Desktop","eCommerce, Widgets, Auctions",http://www.google.com/ig/directory?url=www.auctionreminder.net/gadgets/wiiticker.xml,,
184,"A parody of Blackle and iGoogle, this ecofriendly search engine enhances the functionality of Blackle to match that of iGoogle.",Search,11.21.2007,https://www.programmableweb.com/mashup/iblackle,Google Search,"Search, Sustainability",http://iblackle.urlcloud.com,,
185,Find whats hot on MySpace Music anywhere. Get a run down of the top MySpace artists on your WAP capable phone by using the keyword myspacetop.,Music,11.21.2007,https://www.programmableweb.com/mashup/myspace-top-music-artists-phone,411Sync,"Music, Telephony",http://www.411sync.com/cgi-bin/search?query=clipmyspacetop,,
186,A Last.fm gadget that gives a custom tag cloud on iGoogle based on genre labels input by and identified with a Last.fm ID. A Facebook version is available as well.,Widgets,11.20.2007,https://www.programmableweb.com/mashup/cloud-last.fm,"Last.fm, Google Gadgets, Facebook","Widgets, Visualizations, Music",http://noel.whelan.googlepages.com/cloud.html,,
187,"Google Maps holiday trivia map showing cities and towns in USA: named Turkey, or that claim to be the turkey capital of the US or world, or are named Plymouth, or are named Cranberry.",Holidays,11.20.2007,https://www.programmableweb.com/mashup/thanksgiving-day-facts-maps,Google Maps,"Holidays, Mapping, Trivia",http://www.mibazaar.com/thanksgiving/,,
188,A 360 degree view of a location while organizing a vacation or business trip. Uses 8 different APIs.,Weather,11.20.2007,https://www.programmableweb.com/mashup/trip-organizer,"Flickr, Google Maps, Yahoo Maps, hostip.info, Kayak, GeoNames, WeatherBug, FUTEF Wikipedia API","Weather, Photos, Travel, Mapping, Reference",http://trip.saush.net,,
189,"Any registered user can own land on the earth and post a message. First-come, first-served.",Social,11.20.2007,https://www.programmableweb.com/mashup/mapisimo,"Google Maps, GeoNames","Social, Mapping",http://www.mapisimo.com,,
190,View Amazon.com book reviews geographically.,Mapping,11.19.2007,https://www.programmableweb.com/mashup/geographic-book-reviews,"Amazon Product Advertising, Google Maps","Mapping, Books",http://mapreviews.codefork.com,,
191,"Searches eBay, Amazon, and Shopping.com in a single search. Makes related search suggestions with intelligent algorithm.",Auctions,11.17.2007,https://www.programmableweb.com/mashup/cheese-nachos-product-search,"Amazon Product Advertising, eBay, Shopping.com","Auctions, eCommerce",http://www.cheesenachos.com,,
192,"Toronto Buddhism locations. Also, view images, read news, and watch videos related to Buddhism.",Photos,11.17.2007,https://www.programmableweb.com/mashup/toronto-buddhism,"Flickr, FeedBurner, geocoder, YouTube, Google Mashup Editor","Photos, Video, Mapping, Religion",http://torontobuddhism.googlemashups.com,,
193,"View new items on clearance from the Target store chain. In your WAP browser, go to 411sync.com and use the keyword targetclearance.",Messaging,11.17.2007,https://www.programmableweb.com/mashup/411sync-target-clearance,411Sync,"Messaging, Messaging, eCommerce, Mobile",http://www.411sync.com/cgi-bin/search?query=cliptargetlearance,,
194,"View CNN Sports photos on your WAP device. In your phone browser, go to 411sync.com. Then enter keyword cnnsipic. Or enter the keyword from the Web and send it to your phone.",Photos,11.17.2007,https://www.programmableweb.com/mashup/cnn-sports-photos-phone,411Sync,"Photos, Sports, Mobile",http://www.411sync.com/cgi-bin/search?query=clipcnnsipic,,
195,"Searches Encarta, Wikipedia, Britannica and others using Google Custom Search.",Search,11.16.2007,https://www.programmableweb.com/mashup/online-encyclopedia,Google Custom Search,"Search, Reference",http://ugux.com/encyclopedia/,,
196,"DigitalBucket.net provides a web interface that can be used to store and retrieve data, at any time, from anywhere on the web. It uses Amazon S3 to create a remote data storage platform.",Storage,11.16.2007,https://www.programmableweb.com/mashup/digitalbucket.net,Amazon S3,Storage,http://www.digitalbucket.net,,
197,"Search and find YouTube videos, watch a video, and share it with friends.",Search,11.16.2007,https://www.programmableweb.com/mashup/primocast,"YouTube, Google AdSense","Search, Video",http://www.primocast.com,,
198,"Search for golf videos, tutorials and golf courses, with each mapped.",Education,11.16.2007,https://www.programmableweb.com/mashup/caddiehub,"Google Maps, YouTube, Google AdSense","Education, Sports, Mapping, Sports, Video",http://www.caddiehub.com,,
199,"See censorship efforts targeting online social networking communities and other apps. Each marker highlights a specific country barring access to major websites. Details include text, images or video describing the censorship and efforts to combat it.",Government,11.16.2007,https://www.programmableweb.com/mashup/access-denied-map,Google Maps,"Government, Mapping",http://advocacy.globalvoicesonline.org/projects/maps/,,
200,"View events happening in Boston this week, courtesy of the Boston Globe. Get this information using SMS, WAP or email and use the keyword bostonweek.",Mobile,11.15.2007,https://www.programmableweb.com/mashup/boston-events-phone,411Sync,"Mobile, Messaging, Messaging, Events",http://www.411sync.com/cgi-bin/search?query=clipbostonweek,,
201,"Shop Amazon in any country in any language. The site automatically translates product titles, features, reviews, and more.",eCommerce,11.15.2007,https://www.programmableweb.com/mashup/vamos-al-shopping,"Amazon Product Advertising, Google Cloud Translation","eCommerce, Translation",http://www.amazon.com/exec/obidos/tg/browse/-/301731&tag=shopanylanguage-20,,
202,A map of limo service providers in the USA. Locate a provider in your area and then access information about their company and-or request a free quote.,Auto,11.14.2007,https://www.programmableweb.com/mashup/limousine-providers,Google Maps,"Auto, Mapping, Auto",http://www.limoquoter.com/index.php?a=limomap,,
203,"A one-stop marketplace for mapping. It supplies geospatial professionals with the ability to store, search, and exchange high-resolution mapping products.",Mapping,11.14.2007,https://www.programmableweb.com/mashup/weogeo,"GeoNames, Amazon S3, OpenLayers, Amazon EC2, MapQuest Geocoding","Mapping, Mapping, Design, Data, Mapping",http://market.weogeo.com,,
204,Google Maps Mashup of Binge Drinking in America with data from United Health Foundation.,Mapping,11.14.2007,https://www.programmableweb.com/mashup/binge-drinking-america,Google Maps,"Mapping, Bars, Medicine",http://www.mibazaar.com/healthcare/bingedrinkingstates.html,,
205,"Map of Las Vegas hotels, including all the main hotels on the Strip.",Mapping,11.14.2007,https://www.programmableweb.com/mashup/las-vegas-hotels,Google Maps,"Mapping, Travel",http://www.VegasInfoCenter.com/vegas_hotels_map.html,,
206,View the top web 2.0 APIs of all time on your web enabled phone. This information is provided by ProgrammableWeb. At 411sync.com use the keyword pwapi.,Mobile,11.13.2007,https://www.programmableweb.com/mashup/programmableweb-top-apis-phone,411Sync,"Mobile, Messaging, Messaging, API",http://www.411sync.com/cgi-bin/search?query=clippwapi,,
207,Satirical humor site about payday loans. Mashup helps predatory lenders find people who might take out payday loans.,Mapping,11.13.2007,https://www.programmableweb.com/mashup/predatory-lending-association,Google Maps,"Mapping, Humor, Financial",http://www.predatorylendingassociation.com/,,
208,"Get daily horoscopes from Astrology.com on your mobile phone using SMS, WAP or Email. Simply use the keyword dailyhoro and get an extended summary of whats lined up for the day",Astrology,11.12.2007,https://www.programmableweb.com/mashup/daily-horoscope-phone,411Sync,"Astrology, Astrology, Mobile, Messaging",http://www.411sync.com/cgi-bin/search?query=dailyhoro,,
209,"Soccer video mashup covering both video games, like Fifa 08, and real soccer including world cups, popular players, etc.",Video,11.12.2007,https://www.programmableweb.com/mashup/fifa-soccer-videos,YouTube,"Video, Sports, Sports",http://www.fifavideos.net,,
210,Amazon shopping mashup built using amazon eCommerce widgets.,eCommerce,11.12.2007,https://www.programmableweb.com/mashup/amazon-shopping-mashup,"Amazon Product Advertising, Google AdSense, Amazon EC2, Google Custom Search","eCommerce, Widgets, Search",http://shopping.top54u.com/,,
211,Selection of the most funny and interesting YouTube video clips.,Video,11.11.2007,https://www.programmableweb.com/mashup/my-best-clip,YouTube,Video,http://www.mybestclip.com,,
212,Real-time clearance deals on electronic items from Wal-mart. Search pricing on your mobile device when you use the keyword walmart13.,Mobile,11.11.2007,https://www.programmableweb.com/mashup/411sync-walmart-electronics,411Sync,"Mobile, Messaging, eCommerce",http://www.411sync.com/cgi-bin/search?query=walmart13,,
213,"Get a realtime view of the Asia Pacific indices on your mobile phone on the go. Simply use the keyword apacindex in a mobile SMS, WAP or Email device.",Stocks,11.08.2007,https://www.programmableweb.com/mashup/apac-stock-markets-phone,411Sync,"Stocks, Asia, Financial, Messaging, Messaging",http://www.411sync.com/cgi-bin/search?query=clipapacindex,,
