,Description,Category,Meta_Url
2316,The GoodHire Reports Curl Sample Code demonstrates how to retrieve packages. API customers with...,Background,https://www.programmableweb.com/sample-source-code/goodhire-reports-curl-sample-code
2317,The GoodHire Curl Sample Code demonstrates how to use basic HTTP authentication to access the API....,Background,https://www.programmableweb.com/sample-source-code/goodhire-curl-sample-code
2318,The Ekata Name Check Curl Sample Code demonstrates how to access the API to compare two strings to...,Identity,https://www.programmableweb.com/sample-source-code/ekata-name-check-curl-sample-code
2319,The Ekata Phone Intelligence Curl Sample Code demonstrates how to validate the metadata attributes...,Identity,https://www.programmableweb.com/sample-source-code/ekata-phone-intelligence-curl-sample-code
2320,The Ekata Address Validation Curl Sample Code demonstrates how to validate an address from a single...,Identity,https://www.programmableweb.com/sample-source-code/ekata-address-validation-curl-sample-code
2321,The Ekata Find Person Curl Sample Code demonstrates how to access the API to implement find person...,Identity,https://www.programmableweb.com/sample-source-code/ekata-find-person-curl-sample-code
2322,The Ekata Reverse Address Curl Sample Code demonstrates how to access address information covering...,Identity,https://www.programmableweb.com/sample-source-code/ekata-reverse-address-curl-sample-code
2323,The Ekata Reverse Email Curl Sample Code demonstrates how to verify an email address with owner...,Identity,https://www.programmableweb.com/sample-source-code/ekata-reverse-email-curl-sample-code
2324,This Ruby Sample Code demonstrates how to retrieve statistics from several videos at once. This...,Video,https://www.programmableweb.com/sample-source-code/ziggeo-bulk-video-stats-ruby-sample-code
2325,This Ruby Sample Code demonstrates how to confirm a Webhook which was previously created. This...,Video,https://www.programmableweb.com/sample-source-code/ziggeo-confirm-webhook-ruby-sample-code
2326,"This Ruby Sample Code demonstrates how to delete a Webhook entry. This requires a WEBHOOK_URL,...",Video,https://www.programmableweb.com/sample-source-code/ziggeo-delete-webhook-ruby-sample-code
2327,This Ruby Sample Code demonstrates how to create a Webhook entry. This needs to be confirmed...,Video,https://www.programmableweb.com/sample-source-code/ziggeo-create-webhook-ruby-sample-code
2328,This Ruby Sample Code demonstrates how to update an existing video with new information. This...,Video,https://www.programmableweb.com/sample-source-code/ziggeo-update-information-ruby-sample-code
2329,This Ruby Sample Code demonstrates how to download a video's covershot. This requires an...,Video,https://www.programmableweb.com/sample-source-code/ziggeo-download-image-ruby-sample-code
2330,The Ekata Reverse Phone Curl Sample Code demonstrates how to access the API to implement reverse...,Identity,https://www.programmableweb.com/sample-source-code/ekata-reverse-phone-curl-sample-code
2331,This Ruby Sample Code demonstrates how to apply a meta profile to an existing video hosted at...,Video,https://www.programmableweb.com/sample-source-code/ziggeo-apply-meta-ruby-sample-code
2332,The Ekata Identity Check Curl Sample Code demonstrates how to access the API to implement identity...,Identity,https://www.programmableweb.com/sample-source-code/ekata-identity-check-curl-sample-code
2333,This Ruby Sample Code demonstrates how to apply an effect on a video hosted at Ziggeo.,Video,https://www.programmableweb.com/sample-source-code/ziggeo-apply-effect-ruby-sample-code
2334,The Ekata Curl Sample Code demonstrates how to connect with the API to access primary address...,Identity,https://www.programmableweb.com/sample-source-code/ekata-curl-sample-code
2335,This Haskell Sample Code utilizes the Instances module to perform Datatype tests. The application...,Cryptocurrency,https://www.programmableweb.com/sample-source-code/brainrex-instances-haskell-sample-code
2336,This Haskell Sample Code utilizes the ApproxEq module to perform several Datatype generic functions.,Cryptocurrency,https://www.programmableweb.com/sample-source-code/brainrex-near-equality-haskell-sample-code
2337,This Python Sample Code demonstrates how to connect to the language endpoint in order to add...,Cryptocurrency,https://www.programmableweb.com/sample-source-code/brainrex-sentiment-analysis-test-python-sample-code
2338,This Python Sample Code demonstrates how to implement order book requests with mandatory attributes.,Cryptocurrency,https://www.programmableweb.com/sample-source-code/brainrex-order-book-request-python-sample-code
2339,"This Python Sample Code demonstrates how to initialize, enable, and connect to the metrics anomaly...",Cryptocurrency,https://www.programmableweb.com/sample-source-code/brainrex-anomaly-python-sample-code
2340,This Sample PHP app demonstrates the use of the EnableX Platform JavaScript Toolkit to build...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-multi-party-video-chat-php-sample-code
2341,This Sample Laravel app demonstrates the use of EnableX WebRTC Platform Server APIs and the...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-laravel-multi-party-video-call-php-sample-code
2342,This Sample Python app demonstrates the use of EnableX Platform Server APIs and the JavaScript...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-multi-party-video-call-python-sample-code
2343,This Sample iOS application demonstrates the use of EnableX platform Server APIs and the iOS...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-one-to-one-video-chat-ios-sample-code
2344,This is a Sample VueJS Open Source Web Application for one to one video chat that demonstrates how...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-one-to-one-video-call-vuejs-sample-code
2345,This Sample PHP Application demonstrates the use of EnableX webRTC Platform Server APIs and the...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-one-to-one-video-call-php-sample-code
2346,This Sample Web Application demonstrates the use of EnableX WebRTC Platform APIs to build one to...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-one-to-one-video-chat-web-sample-code
2347,This Sample NodeJS app demonstrates the use of the EnableX Platform JavaScript Toolkit to build...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-multi-party-audio-conference-nodejs-sample-code
2348,This iOS Sample application demonstrates how to integrate CallKit with the EnableX platform using...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-callkit-ios-sample-code
2349,The LocationIQ Direction Service Curl Sample Code in beta stage demonstrates how to access the API...,Location,https://www.programmableweb.com/sample-source-code/locationiq-direction-service-curl-sample-code
2350,The LocationIQ Static Maps JavaScript Sample Code demonstrates how to access the API to implement...,Location,https://www.programmableweb.com/sample-source-code/locationiq-static-maps-javascript-sample-code
2351,The LocationIQ Static Maps PHP Sample Code demonstrates how to access the API to implement static...,Location,https://www.programmableweb.com/sample-source-code/locationiq-static-maps-python-sample-code
2352,The LocationIQ Static Maps PHP Sample Code demonstrates how to access the API to implement static...,Location,https://www.programmableweb.com/sample-source-code/locationiq-static-maps-php-sample-code
2353,The LocationIQ Static Maps Curl Sample Code demonstrates how to access the API and provides an...,Location,https://www.programmableweb.com/sample-source-code/locationiq-static-maps-curl-sample-code
2354,The Bank of Hodlers Cryptocurrency Wallet JavaScript Sample Code demonstrates how to interact with...,Financial,https://www.programmableweb.com/sample-source-code/bank-hodlers-cryptocurrency-wallet-javascript-sample-code
2355,The LocationIQ Autocomplete Curl Sample Code demonstrates how to predict places in response to an...,Location,https://www.programmableweb.com/sample-source-code/locationiq-autocomplete-curl-sample-code
2356,The LocationIQ Points of Interest JavaScript Sample Code demonstrates how to access the API with a...,Location,https://www.programmableweb.com/sample-source-code/locationiq-points-interest-javascript-sample-code
2357,"The LocationIQ Points of Interest Python Sample Code demonstrates how to make requests to the API,...",Location,https://www.programmableweb.com/sample-source-code/locationiq-points-interest-python-sample-code
2358,The LocationIQ Points of Interest PHP Sample Code demonstrates how to access the API with a private...,Location,https://www.programmableweb.com/sample-source-code/locationiq-points-interest-php-sample-code
2359,The LocationIQ Points of Interest Curl Sample Code demonstrates how to make GET requests to the API...,Location,https://www.programmableweb.com/sample-source-code/locationiq-points-interest-curl-sample-code
2360,The LocationIQ Maps JavaScript Sample Code demonstrates how to access unwired maps that provide...,Location,https://www.programmableweb.com/sample-source-code/locationiq-maps-javascript-sample-code
2361,"The LocationIQ Maps Python Sample Code demonstrates how to implement map tile URLs, desktop maps...",Location,https://www.programmableweb.com/sample-source-code/locationiq-maps-python-sample-code
2362,The LocationIQ Maps PHP Sample Code demonstrates how to access the API to implement mapping into...,Location,https://www.programmableweb.com/sample-source-code/locationiq-maps-php-sample-code
2363,The LocationIQ Maps Curl Sample Code demonstrates how to access Unwired Maps that provide world-...,Location,https://www.programmableweb.com/sample-source-code/locationiq-maps-curl-sample-code
2364,The City of Calgary Public Trees .NET Sample Code demonstrates how to install a package from NuGet...,Cities,https://www.programmableweb.com/sample-source-code/city-calgary-public-trees-net-sample-code
2365,The City of Calgary Public Trees SODA Ruby Sample Code demonstrates how to use an app token to...,Cities,https://www.programmableweb.com/sample-source-code/city-calgary-public-trees-soda-ruby-sample-code
2366,The City of Calgary Public Trees Power Shell Sample Code demonstrates how to access the API with a...,Cities,https://www.programmableweb.com/sample-source-code/city-calgary-public-trees-power-shell-sample-code
2367,The City of Calgary Public Trees Python Pandas Sample Code demonstrates how to access the API....,Cities,https://www.programmableweb.com/sample-source-code/city-calgary-public-trees-python-pandas-sample-code
2368,The City of Calgary Public Trees jQuery Sample Code demonstrates how to fetch and parse JSON from...,Cities,https://www.programmableweb.com/sample-source-code/city-calgary-public-trees-jquery-sample-code
2369,This Sample Code is a NodeJS Application that demonstrates the use of EnableX Platform's...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-multiparty-audio-conference-nodejs-sample-code
2370,This PHP Sample Code is a Laravel sample application that demonstrates the use of the EnableX...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-laravel-multi-party-video-conference-webrtc-php-sample-code
2371,This PHP Sample Code is a sample application that demonstrates the use of the EnableX platform...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-laravel-one-to-one-video-chat-php-sample-code
2372,This PHP Sample Code is a sample application that demonstrates the use of the EnableX platform...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-multi-party-video-conference-php-sample-code
2373,This iOS Sample Code is a sample Chat Application that demonstrates the use of EnableX platform...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-chat-ios-sample-code
2374,The City of Calgary Traffic Cameras .NET Sample Code demonstrates how to access the API to...,Cities,https://www.programmableweb.com/sample-source-code/city-calgary-traffic-cameras-net-sample-code
2375,"The City of Calgary Traffic Cameras Ruby Sample Code demonstrates how to access the API with SODA,...",Cities,https://www.programmableweb.com/sample-source-code/city-calgary-traffic-cameras-ruby-sample-code
2376,The City of Calgary Traffic Cameras Power Shell Sample Code demonstrates how to access the API with...,Cities,https://www.programmableweb.com/sample-source-code/city-calgary-traffic-cameras-power-shell-sample-code
2377,The City of Calgary Traffic Cameras Python Sample Code demonstrates how to fetch and parse JSON...,Cities,https://www.programmableweb.com/sample-source-code/city-calgary-traffic-cameras-python-sample-code
2378,"This Sample Web App demonstrates the use of EnableX platform APIs, to develop basic Multi-Party...",Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-video-conference-multi-party-rtc-javascript-sample-code
2379,The LocationIQ Reverse Geocoding JavaScript Sample Code demonstrates how to use a private token to...,Location,https://www.programmableweb.com/sample-source-code/locationiq-reverse-geocoding-javascript-sample-code
2380,The LocationIQ Reverse Geocoding Python Sample Code demonstrates how to send requests to the API...,Location,https://www.programmableweb.com/sample-source-code/locationiq-reverse-geocoding-python-sample-code
2381,The LocationIQ Reverse Geocoding PHP Sample Code demonstrates how to access the API. This version...,Location,https://www.programmableweb.com/sample-source-code/locationiq-reverse-geocoding-php-sample-code
2382,The LocationIQ Reverse Geocoding Curl Sample Code demonstrates how to access the API to convert a...,Location,https://www.programmableweb.com/sample-source-code/locationiq-reverse-geocoding-curl-sample-code
2383,The LocationIQ Search Forward Geocoding JavaScript Sample Code demonstrates how to use a private...,Location,https://www.programmableweb.com/sample-source-code/locationiq-search-forward-geocoding-javascript-sample-code
2384,The LocationIQ Search Forward Geocoding Python Sample Code demonstrates how to import requests and...,Location,https://www.programmableweb.com/sample-source-code/locationiq-search-forward-geocoding-python-sample-code
2385,The LocationIQ Search Forward Geocoding PHP Sample Code demonstrates how to access the API with...,Location,https://www.programmableweb.com/sample-source-code/locationiq-search-forward-geocoding-php-sample-code
2386,The LocationIQ Search Forward Geocoding Curl Sample Code demonstrates how to access the API with...,Location,https://www.programmableweb.com/sample-source-code/locationiq-search-forward-geocoding-curl-sample-code
2387,"The LocationIQ Curl Sample Code demonstrates how to authenticate with a private token, make a GET...",Location,https://www.programmableweb.com/sample-source-code/locationiq-curl-sample-code
2388,This Sample Code is a Python demonstration that utilizes EnableX platform Server APIs and the...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-one-to-one-video-chat-python-sample-code
2389,This Sample Code is an Android demonstration that utilizes EnableX platform Server APIs and the...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-one-to-one-video-chat-annotation-android-sample-code
2390,This Sample Code is a Kotlin demonstration that utilizes EnableX platform Server APIs and the...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-one-to-one-video-call-android-kotlin-sample-code
2391,This Sample Code is a React Native demonstration that utilizes EnableX platform Server APIs and the...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-one-to-one-video-call-react-native-javascript-sample-code
2392,This Sample Code is an Android demonstration that utilizes EnableX platform Server APIs and the...,Platform-as-a-Service,https://www.programmableweb.com/sample-source-code/enablex-one-to-one-video-call-android-sample-code
2393,This is a NodeJS example that demonstrates access to interact with the findAddress API. The Find...,Addresses,https://www.programmableweb.com/sample-source-code/findaddress-nodejs-sample-code
2394,This is a JavaScript example that demonstrates access to interact with the findAddress API. The...,Addresses,https://www.programmableweb.com/sample-source-code/findaddress-javascript-sample-code
2395,This is a PHP cURL example that demonstrates access to interact with the findAddress API. The Find...,Addresses,https://www.programmableweb.com/sample-source-code/findaddress-php-sample-code
2396,The Skyscanner Booking Details Curl Sample Code demonstrates how to access the API with an API Key...,Travel,https://www.programmableweb.com/sample-source-code/skyscanner-booking-details-curl-sample-code
2397,The Skyscanner Car Hire Prices Curl Sample Code demonstrates how to integrate car hire places...,Travel,https://www.programmableweb.com/sample-source-code/skyscanner-car-hire-prices-curl-sample-code
2398,The Skyscanner Flights Live Prices Curl Sample Code demonstrates how to implement flight live...,Travel,https://www.programmableweb.com/sample-source-code/skyscanner-flights-live-prices-curl-sample-code
2399,This Python Sample Code demonstrates a POST request to the bindings endpoint.,Application Development,https://www.programmableweb.com/sample-source-code/dapr-bindings-test-python-sample-code
2400,The Skyscanner Flight Browse Prices Curl Sample Code demonstrates how to search flight prices that...,Travel,https://www.programmableweb.com/sample-source-code/skyscanner-flight-browse-prices-curl-sample-code
2401,The myvr Curl Sample Code demonstrates how to access the API with an API Key to implement vacation...,Rentals,https://www.programmableweb.com/sample-source-code/myvr-curl-sample-code
2402,This Python Sample Code creates a polyglot Functions-as-a-Service application that leverages Dapr...,Application Development,https://www.programmableweb.com/sample-source-code/dapr-azure-and-keda-test-python-sample-code
2403,This Go Sample Code demonstrates how to enable service invocations. This is specific to device to...,Application Development,https://www.programmableweb.com/sample-source-code/dapr-service-invocation-go-sample-code
2404,This Go Sample Code demonstrates how to encode handler responses. The test application sends an OK...,Application Development,https://www.programmableweb.com/sample-source-code/dapr-binding-output-go-sample-code
2405,The Tracktry Updatemore Tracking Item PHP Sample Code demonstrates how to access the API to track...,Ordering,https://www.programmableweb.com/sample-source-code/tracktry-updatemore-tracking-item-php-sample-code
2406,This Go Sample Code demonstrates how to encode handler responses. The test application sends an OK...,Application Development,https://www.programmableweb.com/sample-source-code/dapr-binding-input-go-sample-code
2407,This .NET Sample Code is a client-side implementation of DemoActor used to invoke its methods. The...,Application Development,https://www.programmableweb.com/sample-source-code/dapr-actor-implementation-net-sample-code
2408,This JavaScript Sample Code demonstrates how to integrate with 3Box's chat component. The test...,Cloud,https://www.programmableweb.com/sample-source-code/3box-chatbox-test-javascript-sample-code
2409,The Tracktry Cost Item Results PHP Sample Code demonstrates how to display cost results of an item...,Ordering,https://www.programmableweb.com/sample-source-code/tracktry-cost-item-results-php-sample-code
2410,The Tracktry Modify Courier Code PHP Sample Code demonstrates how to modify and update a courier...,Ordering,https://www.programmableweb.com/sample-source-code/tracktry-modify-courier-code-php-sample-code
2411,The Tracktry Realtime Tracking Results PHP Sample Code demonstrates how to track an item with...,Ordering,https://www.programmableweb.com/sample-source-code/tracktry-realtime-tracking-results-php-sample-code
2412,The Tracktry List Carriers PHP Sample Code demonstrates how to list all carriers by giving the...,Ordering,https://www.programmableweb.com/sample-source-code/tracktry-list-carriers-php-sample-code
2413,The Tracktry Detect Carrier by Code PHP Sample Code demonstrates how to detect a carrier with a...,Ordering,https://www.programmableweb.com/sample-source-code/tracktry-detect-carrier-code-php-sample-code
2414,The FlySFO Passenger Services Curl Sample Code demonstrates how to access the API to display...,Air Travel,https://www.programmableweb.com/sample-source-code/flysfo-passenger-services-curl-sample-code
2415,The FlySFO Things to Do Curl Sample Code demonstrates how to access the API to display information...,Air Travel,https://www.programmableweb.com/sample-source-code/flysfo-things-to-do-curl-sample-code
2416,The FlySFO Shopping Curl Sample Code demonstrates how to access the API to display information...,Air Travel,https://www.programmableweb.com/sample-source-code/flysfo-shopping-curl-sample-code
2417,The FlySFO Dining Curl Sample Code demonstrates how to access the API to display information about...,Air Travel,https://www.programmableweb.com/sample-source-code/flysfo-dining-curl-sample-code
2418,The FlySFO Airlines Curl Sample Code demonstrates how to access the API to display information...,Air Travel,https://www.programmableweb.com/sample-source-code/flysfo-airlines-curl-sample-code
2419,The TSA Wait Times Curl Sample Code demonstrates how to make a request to the API and receive...,Travel,https://www.programmableweb.com/sample-source-code/tsa-wait-times-curl-sample-code
2420,"This Python Sample Code demonstrates local server methods. The application retrieves paring data,...",Internet of Things,https://www.programmableweb.com/sample-source-code/finn-post-action-python-sample-code
2421,This Python Sample Code demonstrates how to use the configuration module of the FINN SDK. The...,Internet of Things,https://www.programmableweb.com/sample-source-code/finn-configuration-tests-python-sample-code
2422,"This Python Sample Code demonstrates how to generate a universally unique identifier, retrieve a...",Internet of Things,https://www.programmableweb.com/sample-source-code/finn-action-service-python-sample-code
2423,The mParticle Profile Request by Immutable ID Curl Sample Code demonstrates how to retrieve a...,Data-as-a-Service,https://www.programmableweb.com/sample-source-code/mparticle-profile-request-immutable-id-curl-sample-code
2424,The mParticle Profile Request by ID Curl Sample Code demonstrates how to retrieve a profile....,Data-as-a-Service,https://www.programmableweb.com/sample-source-code/mparticle-profile-request-id-curl-sample-code
2425,The mParticle Profile Authentication Curl Sample Code demonstrates how to verify with a public key...,Data-as-a-Service,https://www.programmableweb.com/sample-source-code/mparticle-profile-authentication-curl-sample-code
2426,The ShipEngine Sales Orders Curl Sample Code demonstrates how to create a sales order manually. To...,Shipping,https://www.programmableweb.com/sample-source-code/shipengine-sales-orders-curl-sample-code
2427,The ShipEngine Tag Shipment Curl Sample Code demonstrates how to add tags to a package to label as...,Shipping,https://www.programmableweb.com/sample-source-code/shipengine-tag-shipment-curl-sample-code
2428,The ShipEngine Shipping Insurance Curl Sample Code demonstrates how to add shipping insurance....,Shipping,https://www.programmableweb.com/sample-source-code/shipengine-shipping-insurance-curl-sample-code
2429,The ShipEngine Track Label ID Curl Sample Code demonstrates how to track a specific label that was...,Shipping,https://www.programmableweb.com/sample-source-code/shipengine-track-label-id-curl-sample-code
2430,The ShipEngine Rate Estimates Curl Sample Code demonstrates how to provide good estimate rates with...,Shipping,https://www.programmableweb.com/sample-source-code/shipengine-rate-estimates-curl-sample-code
2431,The ShipEngine Branded Tracking Curl Sample Code demonstrates track of a package. The sample shows...,Shipping,https://www.programmableweb.com/sample-source-code/shipengine-branded-tracking-curl-sample-code
2432,This Swift Sample Code is a user interface implementation. The application demonstrates how to pass...,Social,https://www.programmableweb.com/sample-source-code/popdeem-tabbed-implementation-swift-sample-code
2433,This Objective-C Sample Code demonstrates how to connect to the Social endpoint provided by Popdeem...,Social,https://www.programmableweb.com/sample-source-code/popdeem-social-tests-objective-c-sample-code
2434,This Objective-C Sample Code demonstrates how to connect to the Wallet endpoint provided by Popdeem...,Social,https://www.programmableweb.com/sample-source-code/popdeem-wallet-implementation-objective-c-sample-code
2435,"This Objective-C Sample Code demonstrates how to perform brand-related tests. This is a contacts,...",Social,https://www.programmableweb.com/sample-source-code/popdeem-brand-implementation-objective-c-sample-code
2436,This Objective-C Sample Code implements location functionalities. The test application utilizes...,Social,https://www.programmableweb.com/sample-source-code/popdeem-location-based-tests-objective-c-sample-code
2437,This Objective-C Sample Code is a template used to perform rewards tests. The application tests...,Social,https://www.programmableweb.com/sample-source-code/popdeem-rewards-implementation-objective-c-sample-code
2438,This Objective-C Sample Code demonstrates several user-related functionalities including userJSON...,Social,https://www.programmableweb.com/sample-source-code/popdeem-user-tests-objective-c-sample-code
2439,This Android Sample Code demonstrates how to integrate with the Popdeem social rewards platform....,Social,https://www.programmableweb.com/sample-source-code/popdeem-starter-integration-android-sample-code
2440,This Cordova Sample Code demonstrates how to implement loyalty programs and functionalities. The...,Social,https://www.programmableweb.com/sample-source-code/popdeem-starter-integration-cordova-sample-code
2441,The ShipEngine Tracking Curl Sample Code demonstrates how to access the API to subscribe to real-...,Shipping,https://www.programmableweb.com/sample-source-code/shipengine-tracking-curl-sample-code
2442,The ShipEngine Shipping Labels Curl Sample Code demonstrates how to create shipping labels in three...,Shipping,https://www.programmableweb.com/sample-source-code/shipengine-shipping-labels-curl-sample-code
2443,The ShipEngine Shipping Multi-Package Curl Sample Code demonstrates how to send a multi-package to...,Shipping,https://www.programmableweb.com/sample-source-code/shipengine-shipping-multi-package-curl-sample-code
2444,The ShipEngine Shipping Size and Weight Curl Sample Code demonstrates how to include weight (unit...,Shipping,https://www.programmableweb.com/sample-source-code/shipengine-shipping-size-and-weight-curl-sample-code
2445,The ShipEngine Validate Address Curl Sample Code demonstrates how to validate an address. Address...,Shipping,https://www.programmableweb.com/sample-source-code/shipengine-validate-address-curl-sample-code
2446,The ShipEngine Parse Address Curl Sample Code demonstrates how to parse an address with over 90%...,Shipping,https://www.programmableweb.com/sample-source-code/shipengine-parse-address-curl-sample-code
2447,This Swift Sample Code includes a template app with the necessary components to implement rewards...,Social,https://www.programmableweb.com/sample-source-code/popdeem-starter-integration-swift-sample-code
2448,The Mendix Generate Code Node.js Sample Code demonstrates how to write code to alter a model....,Application Development,https://www.programmableweb.com/sample-source-code/mendix-generate-code-nodejs-sample-code
2449,The Mendix Domain Model Node.js Sample Code demonstrates how to create a more extensive domain...,Application Development,https://www.programmableweb.com/sample-source-code/mendix-domain-model-nodejs-sample-code
2450,The Mendix First Script Node.js Sample Code demonstrates how to write a script that will use the...,Application Development,https://www.programmableweb.com/sample-source-code/mendix-first-script-nodejs-sample-code
2451,The Mendix Development Environment Node.js Sample Code demonstrates how to set up development tools...,Application Development,https://www.programmableweb.com/sample-source-code/mendix-development-environment-nodejs-sample-code
2452,"The Mendix Deploy .NET Sample Code demonstrates how to set up an environment, write an app name,...",Application Development,https://www.programmableweb.com/sample-source-code/mendix-deploy-net-sample-code
2453,The Geocodio Client-Side Access Clojure Sample Code demonstrates how to access the API using the...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-client-side-access-clojure-sample-code
2454,The Geocodio Client-Side Access JavaScript Sample Code demonstrates how to geocode an address using...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-client-side-access-javascript-sample-code
2455,The Geocodio Client-Side Access PHP Sample Code demonstrates how to access the API by...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-client-side-access-php-sample-code
2456,The Geocodio Client-Side Access Python Sample Code demonstrates how to access the API with an API...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-client-side-access-python-sample-code
2457,The Geocodio Client-Side Access Ruby Sample Code demonstrates how to geocode an address using a...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-client-side-access-ruby-sample-code
2458,The Geocodio Accuracy Score Client-Side Access Curl Sample Code demonstrates how to access the API...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-accuracy-score-client-side-access-curl-sample-code
2459,The Geocodio Accuracy Score Node.js Sample Code demonstrates how to access the API to display...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-accuracy-score-nodejs-sample-code
2460,The Geocodio Accuracy Score Clojure Sample Code demonstrates how to access the API to access...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-accuracy-score-clojure-sample-code
2461,The Geocodio Accuracy Score PHP Sample Code demonstrates how to display accurate score with forward...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-accuracy-score-php-sample-code
2462,The Geocodio Accuracy Score Python Sample Code demonstrates how to display accuracy scores using...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-accuracy-score-python-sample-code
2463,The Geocodio Accuracy Score Ruby Sample Code demonstrates how to access the API to display accurate...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-accuracy-score-ruby-sample-code
2464,The Geocodio Accuracy Score Curl Sample Code demonstrates how to access the API to retrieve...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-accuracy-score-curl-sample-code
2465,The City of Calgary Historical Air Quality SODA Ruby Sample Code demonstrates how to wrap the API...,Cities,https://www.programmableweb.com/sample-source-code/city-calgary-historical-air-quality-soda-ruby-sample-code
2466,The City of Calgary Historical Air Quality PowerShell Sample Code demonstrates how to access the...,Cities,https://www.programmableweb.com/sample-source-code/city-calgary-historical-air-quality-powershell-sample-code
2467,The City of Calgary Historical Air Quality Python Pandas Sample Code demonstrates how to access the...,Cities,https://www.programmableweb.com/sample-source-code/city-calgary-historical-air-quality-python-pandas-sample-code
2468,The Calgary Historical Air Quality jQuery Sample Code demonstrates how to access the API. jQuery...,Cities,https://www.programmableweb.com/sample-source-code/city-calgary-historical-air-quality-jquery-sample-code
2469,The BlaBlaCar Curl Sample Code demonstrates how to access the API to implement carpool...,Transportation,https://www.programmableweb.com/sample-source-code/blablacar-curl-sample-code
2470,This Python Sample Code is a template for building tests based on the Vehicle module. The...,Internet of Things,https://www.programmableweb.com/sample-source-code/samsara-vehicle-test-python-sample-code
2471,This Python Sample Code demonstrates the Temperature Response model. This can be utilized to build...,Internet of Things,https://www.programmableweb.com/sample-source-code/samsara-temperature-test-python-sample-code
2472,This Python Sample Code is a template utilized to build Create Dispatch Jobs methods.,Internet of Things,https://www.programmableweb.com/sample-source-code/samsara-create-dispatch-jobs-python-sample-code
2473,This Python Sample Code retrieves a sensor's temperature history data at hour intervals for...,Internet of Things,https://www.programmableweb.com/sample-source-code/samsara-sensors-history-python-sample-code
2474,This Python Sample Code demonstrates how to retrieve all the sensors associated with a group and...,Internet of Things,https://www.programmableweb.com/sample-source-code/samsara-sensors-python-sample-code
2475,This Python Sample Code demonstrates how to access the vehicles in a group and retrieve their GPS...,Internet of Things,https://www.programmableweb.com/sample-source-code/samsara-fleet-locations-python-sample-code
2476,This JavaScript Sample Code instances HistoryParam and tests several properties.,Internet of Things,https://www.programmableweb.com/sample-source-code/samsara-history-javascript-sample-code
2477,This JavaScript Sample Code demonstrates how to retrieve temperature history data for a specific...,Internet of Things,https://www.programmableweb.com/sample-source-code/samsara-sensors-history-javascript-sample-code
2478,This JavaScript Sample Code demonstrates how to print vehicle trips. The application creates an...,Internet of Things,https://www.programmableweb.com/sample-source-code/samsara-fleet-trips-javascript-sample-code
2479,This JavaScript Sample Code demonstrates how to retrieve and print connected vehicle locations.,Internet of Things,https://www.programmableweb.com/sample-source-code/samsara-fleet-locations-javascript-sample-code
2480,The NativeChat Conversation Messages Curl Sample Code demonstrates how to access the API to return...,Chat,https://www.programmableweb.com/sample-source-code/nativechat-conversation-messages-curl-sample-code
2481,The NativeChat Conversation Curl Sample Code demonstrates how to access the API to download users...,Chat,https://www.programmableweb.com/sample-source-code/nativechat-conversation-curl-sample-code
2482,The Geocodio Address Formats Clojure Sample Code demonstrates how to format addresses supporting...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-address-formats-clojure-sample-code
2483,The Geocodio Address Formats Node.js Sample Code demonstrates how to access the API to format...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-address-formats-nodejs-sample-code
