,Description,Published,Meta_Url
15,The PowerVR Framework aims to be a cross-platform and cross-API framework that acts as a scaffold...,03.15.2016,https://www.programmableweb.com/framework/powervr-javascript-framework-imagination
16,Vert.x is a tool-kit framework that aims to provide reactive web applications on the JVM. It has a...,03.15.2016,https://www.programmableweb.com/framework/vert.x-groovy-framework-vert.x
17,Cucumber aims to provide a platform to build various types of software. The framework features...,03.15.2016,https://www.programmableweb.com/framework/cucumber-java-framework-cucumber
18,Kryo aims to be an object graph serialization framework for Java. The goals of the project are...,03.15.2016,https://www.programmableweb.com/framework/kyro-java-framework-esoteric-software
19,Connexion is a framework on top of Flask that aims to provide to handle a REST API requests based...,03.15.2016,https://www.programmableweb.com/framework/connexion-python-framework-zalando
20,Spark Framework aims to be a simple and lightweight Java web framework built for rapid development...,03.15.2016,https://www.programmableweb.com/framework/spark-java-framework-spark
21,"The Dropwizard framework aims to provide the development of ops-friendly, high-performance, RESTful...",03.15.2016,https://www.programmableweb.com/framework/dropwizard-java-framework-dropwizard
22,The Netty framework's goal is to provide a NIO client server framework which enables quick...,03.10.2016,https://www.programmableweb.com/framework/netty-java-framework-netty-project
23,Vert.x is a tool-kit framework that aims to provide reactive web applications on the JVM. It has a...,03.10.2016,https://www.programmableweb.com/framework/vert.x-ruby-framework-vert.x
24,Vert.x is a tool-kit framework that aims to provide reactive web applications on the JVM. It has a...,03.10.2016,https://www.programmableweb.com/framework/vert.x-javascript-framework-vert.x
0,The Derive4j framework's goal is to provide a Java 8 annotation processor and framework for...,03.10.2016,https://www.programmableweb.com/framework/derive4j-java-framework-derive4j
1,The Checker Framework aims to enhance Java’s type system to make it more powerful and useful. This...,03.10.2016,https://www.programmableweb.com/framework/checker-java-framework-checker
2,The Axon framework's goal is focused on creating a java application based on the CQRS...,03.10.2016,https://www.programmableweb.com/framework/axon-java-framework-axon
3,Vert.x is a tool-kit framework that aims to provide reactive web applications on the JVM. It has a...,03.10.2016,https://www.programmableweb.com/framework/vert.x-java-framework-vert.x
4,HK2 is a light-weight and dynamic dependency injection framework. Some of the things that can be...,03.10.2016,https://www.programmableweb.com/framework/hk2-java-framework-oracle
5,The Guice framework intends to alleviate the need for factories in Java code. The frameworks still...,03.10.2016,https://www.programmableweb.com/framework/guice-java-framework-google
6,The Dagger 2 framework intends to provide a compile-time evolution approach to dependency injection...,03.10.2016,https://www.programmableweb.com/framework/dagger-2-javascript-framework-google
7,Apache DeltaSpike is framework library that intends to provide a collection of portable CDI...,03.10.2016,https://www.programmableweb.com/framework/deltaspike-java-framework-apache
8,Singularity is a web application that aims to provide a platform for running and scheduling Apache...,03.10.2016,https://www.programmableweb.com/framework/singularity-java-framework-hubspot
9,Apache Aurora is a framework that aims to provide a service scheduler that runs on top of Apache...,03.10.2016,https://www.programmableweb.com/framework/aurora-java-framework-apache
10,Orika is a Java Bean mapping framework that aims to recursively copies data from one object to...,03.10.2016,https://www.programmableweb.com/framework/orika-java-framework-orika-mapper
11,Hibernate is an open source Java ORM framework that aims to provide data query and retrieval...,03.10.2016,https://www.programmableweb.com/framework/hibernate-javascript-framework-mallikarjun-sannapyati
12,Spring framework is an open source application framework that intends to provide key features such...,03.10.2016,https://www.programmableweb.com/framework/spring-java-framework-amaresh-agasimundina
13,The goal of the Tryton Python Framework is to provide functionalities for a complete application...,03.10.2016,https://www.programmableweb.com/framework/tryton-python-framework-tryton
14,Pychievements is a framework that aims to create and track achievements within a Python application...,03.10.2016,https://www.programmableweb.com/framework/pychievements-python-framework-packet-perception
15,3DModelComposer JavaScript Framework by PS WebDev allows developers to create galleries of...,03.10.2016,https://www.programmableweb.com/framework/3dmodelcomposer-javascript-framework-ps-webdev
16,Reactive is a Scala framework that offers a library framework for reactive web routing and web UIs...,03.10.2016,https://www.programmableweb.com/framework/reactive-scala-framework-nafg
17,Finantra is a production use as Twitter’s HTTP framework written that intends to offer feature and...,03.10.2016,https://www.programmableweb.com/framework/finatra-scala-framework-twitter
18,The Colossus framework intends to offer a lightweight Scala framework for building applications in...,03.10.2016,https://www.programmableweb.com/framework/colossus-scala-framework-tumblr
19,Chaos aims to provide developers with a lightweight framework for writing REST services in Scala...,03.10.2016,https://www.programmableweb.com/framework/chaos-scala-framework-mesosphere
20,Chai is a JavaScript framework that intends to offer a BDD / TDD assertion framework library for ...,03.10.2016,https://www.programmableweb.com/framework/chai-javascript-framework-chai.js
21,Pluma is an open source C++ framework that aims to provide support for plug-in management.,02.23.2016,https://www.programmableweb.com/framework/pluma-c-framework-gil-costa
22,The OWASP Mantra PHP framework aims to be a security framework that intends to have a collection of...,02.23.2016,https://www.programmableweb.com/framework/mantra-php-framework-mantra
23,WebSploit is a MITM Framework that aims to provide a security testing platform. The PHP based...,02.23.2016,https://www.programmableweb.com/framework/websloit-php-framework-fardin-allahverdinazhand
24,Pomegranate framework intends to provide a library of code written in PHP and Javascript to help...,02.23.2016,https://www.programmableweb.com/framework/pomegranate-php-framework-mehran-ziadloo
0,The Hcon Security Framework is written in Java and aims to provide a semi-automated secutiry...,02.23.2016,https://www.programmableweb.com/framework/hcon-security-java-framework-hcon
1,WHOA is a complete O-O MVC component and event-driven web application framework currently written...,02.12.2016,https://www.programmableweb.com/framework/whoa-php-framework-dradis
2,Neuroph is lightweight Java neural network framework that aims to provide a way to develop common...,02.12.2016,https://www.programmableweb.com/framework/neuroph-java-framework-sourceforge
3,PureMVC is a lightweight framework that offers developers a tool to create applications based upon...,02.12.2016,https://www.programmableweb.com/framework/puremvc-java-framework-puremvc
4,Logback is a Java framework that intends to offer a generic architecture that is divided into three...,02.12.2016,https://www.programmableweb.com/framework/logback-java-framework-quality-open-software
5,The Java-Object-Diff framework is a Java library that intends to find differences between Java...,02.12.2016,https://www.programmableweb.com/framework/java-object-diff-framework-daniel-bechler
6,Prerender is a Java Framework that aims to use a java filter that prerenders a javascript rendered...,02.10.2016,https://www.programmableweb.com/framework/prerender-java-framework-prerender
7,ibGDX is a cross-platform Java game development framework based on OpenGL (ES) that works on...,02.10.2016,https://www.programmableweb.com/framework/libgdx-java-framework-libgdx
8,The Restlet Java framework allows for routing and filtering for their client and server Java API....,02.10.2016,https://www.programmableweb.com/framework/restlet-java-framework-restlet
9,"The Vaadin Framework, written in Java, intends to allow for the building of single page web apps...",02.10.2016,https://www.programmableweb.com/framework/vaadin-java-framework-vaadin
10,Pivotal Software offers developers a production-grade applications and services. The Java framework...,02.10.2016,https://www.programmableweb.com/framework/spring-boot-java-framework-spring
11,"PrimeFaces is a lightweight Java framework that offers developers one jar, and no configuration or...",02.10.2016,https://www.programmableweb.com/framework/primefaces-java-framework-primetek
12,Pippo is an open source (Apache License) micro web framework written in Java that intends to offer...,02.10.2016,https://www.programmableweb.com/framework/pippo-java-framework-decebal-suiu
13,"Apache Wicket, a Java and componet based web application framework, offers proper mark-up/logic...",02.10.2016,https://www.programmableweb.com/framework/wicket-7-java-framework-apache
14,Apache Tapestry aims to offer a component-oriented framework for creating highly scalable web...,02.10.2016,https://www.programmableweb.com/framework/apache-tapestry-java-framework-apache-tapestry
15,JADE (Java Agent DEvelopment Framework) is a software Framework that intends to offer the...,02.10.2016,https://www.programmableweb.com/framework/jade-java-framework-jade
16,The Truth Framework by Google aims to offer developers an assertion/proposition framework...,02.10.2016,https://www.programmableweb.com/framework/truth-java-framework-google
17,Spock is a testing and specification framework for Java and Groovy applications. It aims to offer...,02.10.2016,https://www.programmableweb.com/framework/spock-java-framework-spock
18,Selenium aims to offer browswer automation. The framework intends to automate web applications for...,02.10.2016,https://www.programmableweb.com/framework/selenium-java-framework-selenium
19,JUnit is a JavaScript framework that allows developers to write repeatable tests. It is an instance...,02.10.2016,https://www.programmableweb.com/framework/junit-javascript-framework-junit
20,Panda3D intends to provide a game engine framework for 3D rendering and game development for Python...,02.01.2016,https://www.programmableweb.com/framework/panada3d-java-framework-panda3d
21,"The Python unit testing framework aims to a Python language version of JUnit, by Kent Beck and...",01.25.2016,https://www.programmableweb.com/framework/pyunit-python-framework-python
22,The GPU iOS Framework by Brad Larson is a BSD-licensed iOS framework that lets developers apply GPU...,01.21.2016,https://www.programmableweb.com/framework/gpu-ios-framework-brad-larson
23,"The DPark framework is written in Python and aims to be like frameworks such as Spark, MapReduce(R...",01.12.2016,https://www.programmableweb.com/framework/dpark-python-framework-douban
24,The Robot Framework aims to be a generic open source test automation framework for acceptance...,01.12.2016,https://www.programmableweb.com/framework/robot-python-framework-robot-framework
0,The Contexts Python Framework aims to be a 'Context-Specification'-style test framework...,01.12.2016,https://www.programmableweb.com/framework/context-python-framework-benjamin-hodgson
1,Scalatra is a web micro-framework written in Scala. It intends to combine the power of the JVM with...,01.03.2016,https://www.programmableweb.com/framework/scalatra-scala-framework-scalatra
2,"The Play framework offers developers a lightweight, stateless, web-friendly architecture. Built on...",01.03.2016,https://www.programmableweb.com/framework/play-scala-framework-play
3,Jogger is a Java a micro-web framework that intends to provide a way of creating web applications...,01.03.2016,https://www.programmableweb.com/framework/jogger-java-framework-elibom
4,SweetScala is a framework written in Scala that offers developers a web application framework to...,01.03.2016,https://www.programmableweb.com/framework/sweet-scala-framework-sweetscala
5,The Lift framework aims to provide secure development platforms for developers. The framework...,01.03.2016,https://www.programmableweb.com/framework/lift-python-framework-lift
6,Mocha aims to be a feature-rich JavaScript test framework that runs on Node.js and browsers. The...,01.01.2016,https://www.programmableweb.com/framework/mocha-node.js-framework-mochajs
7,"Ezel aims to provide a boilerplate for Backbone projects that share code server/client, render...",12.27.2015,https://www.programmableweb.com/framework/ezel-node.js-framework-artsy
8,"Sequelize is a Node.js/io.js ORM that aims to be suited for Postgres, MySQL, MariaDB, SQLite and...",12.27.2015,https://www.programmableweb.com/framework/sequelize-node.js-framework-sequelize
9,"Tower is a Node.js framework that offers small components for building apps, manipulating data, and...",12.27.2015,https://www.programmableweb.com/framework/tower-node.js-framework-tower
10,"Wintersmith is a simple yet flexible static site generator. It takes contents (markdown, less,...",12.27.2015,https://www.programmableweb.com/framework/wintersmith.js-node.js-framework-johan-nordberg
11,Sixpack is a Node.js framework that offers an A/B testing across multiple programming languages....,12.27.2015,https://www.programmableweb.com/framework/sixpack-node.js-framework-seatgeek
12,Frisby is a REST API testing framework that intends to be built on node.js and Jasmine that...,12.27.2015,https://www.programmableweb.com/framework/frisby.js-node.js-framework-vance-lucas
13,The Wheels Node.js Framework aims to offer an object-oriented web framework that is written in...,12.27.2015,https://www.programmableweb.com/framework/wheels-node.js-framework-stanislav
14,The AXT framework intends to provide an extendable javascript framework for working both in Node.js...,12.27.2015,https://www.programmableweb.com/framework/axt-node.js-framework-gabriel-reiser
15,Meryl aims to be a minimalist web framework for Node.js platforms that offers modication and...,12.27.2015,https://www.programmableweb.com/framework/meryl-node.js-framework-kadirpekel
16,Omni.js is written in Node.js and offers a Backbone.js framework for real-time app development. The...,12.27.2015,https://www.programmableweb.com/framework/omni-node.js-framework-kevin-bedi
17,Itty is a Python framework that aims to provide a micro-framework that is influenced by Sinatra....,12.27.2015,https://www.programmableweb.com/framework/itty-python-framework-daniel-lindsley
18,"Flask is a Python microframework that aims to be based on Werkzeug, Jinja 2.",12.27.2015,https://www.programmableweb.com/framework/flask-python-framework-armin-ronacher
19,Cyclone provides developers with a web server framework for Python that implements the Tornado API...,12.27.2015,https://www.programmableweb.com/framework/cyclone.io-python-framework-alexandre-fiori
20,CherryPy allows for the building of web applications in a manner similar to building other object-...,12.27.2015,https://www.programmableweb.com/framework/cherrypy-python-framework-cherrypy
21,Bottle intends to offer developers a lightweight WSGI micro web-framework for Python. The...,12.27.2015,https://www.programmableweb.com/framework/bottle-python-framework-marcel-hellkamp
22,Bobo aims to be a light-weight framework for creating WSGI web applications. It intends to offer...,12.27.2015,https://www.programmableweb.com/framework/bobo-python-framework-zope-foundation
23,Polpetta is a script that aims to be able to initialize a node.js server in any folder you want and...,12.27.2015,https://www.programmableweb.com/framework/polpetta-node.js-framework-andrea-giammarchi
24,"Nombo is an Open Source Node.js framework that allows for the building of highly scalable, rich...",12.27.2015,https://www.programmableweb.com/framework/nombo-node.js-framework-jonathan-gros-dubois
0,"Protos is a Web Application Framework for Node.js that runs on Linux, FreeBSD & OSX.",12.27.2015,https://www.programmableweb.com/framework/protos-node.js-framework-derdesign
1,Impress is a Node.js framework that intends to offer developers an application server for Node.js....,12.27.2015,https://www.programmableweb.com/framework/impress-node.js-framework-timur-shemsedinov
2,Seki is a Node.js framework that aims to operate as a Web server. The framework intends to build...,12.27.2015,https://www.programmableweb.com/framework/seki-node.js-framework-danny-ayers
3,Rapid Rest is a Node.js framework that intends to offer developers a minimal overhead Node.js REST...,12.27.2015,https://www.programmableweb.com/framework/rapid-rest-node.js-framework-jason-rudland
4,"The Spludo Node.js Framework aims to be a high performance, evented, server side, prototype based,...",12.27.2015,https://www.programmableweb.com/framework/spludo-node.js-framework-dracoblue
5,Webjs is a JavaScript framework that uses Node.js as a means to offer developers websites' and...,12.27.2015,https://www.programmableweb.com/framework/web-node.js-framework-will-wen-gunn
6,"Bone.io allows for the building of real time HTML5 apps using web sockets to deliver ""hot...",12.27.2015,https://www.programmableweb.com/framework/bone-node.js-framework-brad-carleton
7,"Pintura aims to be a cross-platform, server side JavaScript based REST architecture web framework...",12.27.2015,https://www.programmableweb.com/framework/pintura-node.js-framework-kris-zyp
8,Fortune is a Node.js framework the aims to offer an application system for Node.js & web...,12.27.2015,https://www.programmableweb.com/framework/fortune-node.js-framework-fortune
9,"Flatiron is a Node.js framework that intends to offer a built collection of decoupled, unobtrusive...",12.27.2015,https://www.programmableweb.com/framework/flatiron-node.js-framework-flatiron
10,simpleS is a web framework for Node.JS that is aimed to be designed for the creatation of HTTP(S)...,12.27.2015,https://www.programmableweb.com/framework/simples-node.js-framework-micleu%C8%99anu-nicu
11,The MEAN.JS JavaScript Framework by MEAN.JS is designed to help developers build and maintain web...,12.27.2015,https://www.programmableweb.com/framework/mean.js-javascript-framework-mean.js
12,The MicroBees JavaScript SDK by MicroBees provides integration with an Internet of Things system to...,12.21.2015,https://www.programmableweb.com/framework/microbees-javascript-sdk-microbees
13,"The HTML9 JavaScript Framework by Louis Lazaris is a flexible, dependency-free, lightweight, device...",12.21.2015,https://www.programmableweb.com/framework/html9-javascript-framework-louis-lazaris
14,The goal of RestMVC is to provide a simple framework that assists deveopers to write a RESTful...,12.10.2015,https://www.programmableweb.com/framework/restmvc-node.js-framework-keith-larsen
15,The Node.js framework Ni intends to offer a structure for organizing a application project and a...,12.10.2015,https://www.programmableweb.com/framework/ni-node.js-framework-chetan-surpur
16,Tachi aims to provide developers with accelerated application development tools. The framework...,12.10.2015,https://www.programmableweb.com/framework/tachi-node.js-framework-ed
17,Roosevelt aims to be a web application development framework based on Express. Roosevelt intends to...,12.10.2015,https://www.programmableweb.com/framework/roosevelt-node.js-framework-eric-newport
18,Twee.io is a Node.js framework that offers developers conventions that will protect OOP and MVC...,12.10.2015,https://www.programmableweb.com/framework/twee.io-node.js-framework-twee.io
19,Grasshopper is a Node.js framework that offers web application development support. The framework...,12.10.2015,https://www.programmableweb.com/framework/grasshopper-node.js-framework-chandra-sekar-s
20,Spine is a lightweight MVC library for building JavaScript web applications. It intends to offer...,12.10.2015,https://www.programmableweb.com/framework/spine-javascript-framework-spine-js-project
21,rAppid.js intends to offer developers a declarative javascript web application framework for rapid...,12.10.2015,https://www.programmableweb.com/framework/rappid-node.js-framework-rappid
22,"Josi is a web framework for node.js that aims to be a MVC web framework (e.g. ASP.NET MVC, Rails,...",12.10.2015,https://www.programmableweb.com/framework/josi-node.js-framework-matt-lee
23,Raddish is an open-source NodeJS Framework that aims to provide a framework for modern web...,12.10.2015,https://www.programmableweb.com/framework/raddish-node.js-framework-jasper-van-rijbroek
24,"Codekart is a Node.js framework that intends to havea very small footprint, built for Node.js...",12.10.2015,https://www.programmableweb.com/framework/code-kart-node.js-framework-yangjie-pro
0,Locomotive is a framework that aims to bring structure and MVC patterns to web applications using...,12.10.2015,https://www.programmableweb.com/framework/locomotive-node.js-framework-jared-hanson
1,Trintejs is a MVC boilerplate framework for ExpressJS backed by CaminteJS and Bootstrap.,12.10.2015,https://www.programmableweb.com/framework/trintejs-node.js-framework-alexey-gordeyev
2,"Agni is a web framework built on top of Express, based on the principle of convention over...",12.10.2015,https://www.programmableweb.com/framework/agni-node.js-framework-lorenzo-tabacchini
3,Sleek.js is an MVC Wrapper Framework implemented from Node.jS that aims to be built-in with base...,12.10.2015,https://www.programmableweb.com/framework/sleekjs-node.js-framework-cubet-techno-labs
4,Geddy is a Node.js framework that aims to provide a structured web framework for web development.,12.10.2015,https://www.programmableweb.com/framework/geddy-node.js-framework-geddy
5,Compoundjs is a MVC framework that aims to work on servers and browsers to build web applications...,12.10.2015,https://www.programmableweb.com/framework/compoundjs-node.js-framework-anatoliy
6,Strapi aims to be an open-source Node.js rich framework for building applications and services. The...,12.10.2015,https://www.programmableweb.com/framework/strapi-node.js-framework-wistity-hq
7,The Adonis framework is a MVC framework written in Node.js that intends to offer a customized...,12.10.2015,https://www.programmableweb.com/framework/adnois-node.js-framework-aman-virk
8,The Sail.js Node.js Framework is designed to help developers create Node.js websites and...,12.10.2015,https://www.programmableweb.com/framework/sail.js-node.js-framework-sail.js
9,The Hapi framework's objective is to be a configuration-centric framework with built-in...,12.07.2015,https://www.programmableweb.com/framework/hapi-node.js-framework-hapi
10,Pomelo offers developers a scalable game server framework for node.js. The framework provides the...,12.07.2015,https://www.programmableweb.com/framework/pomelo-node.js-framework-netease
11,Provides extensible common utility classes for rapid JSON API development. Offers the following...,12.07.2015,https://www.programmableweb.com/framework/facet-node.js-framework-facet
12,Noder Node.js framework aims to be a lightweight and flexible core to create a scalable API....,12.07.2015,https://www.programmableweb.com/framework/noder-node.js-framework-nicolab
13,Restify is a Node.js framework that intends to offer a micro-framework for building REST APIs.,12.07.2015,https://www.programmableweb.com/framework/restify-node.js-framework-restify
14,RhapsodyJS aims to be a HMVC framework that runs on top of Express 4 while also creating a RESTful...,12.07.2015,https://www.programmableweb.com/framework/rhapsody-node.js-framework-rhapsodyjs
15,Koa aims to be an expressive HTTP middleware for node.js to make web applications and APIs less...,12.07.2015,https://www.programmableweb.com/framework/koa-node.js-framework-koajs
16,Percolator aims to be a framework for building quality HTTP APIs in Node.js. It's features...,12.07.2015,https://www.programmableweb.com/framework/percolator-node.js-framework-gregg-caines
17,KeystoneJS is a Node.js framework that intends to provide a content management system and web...,12.07.2015,https://www.programmableweb.com/framework/keystone-node.js-framework-keystonejs
18,diet.js aims to be a modular node.js web framework that offers scalable application and API...,12.07.2015,https://www.programmableweb.com/framework/diet-node.js-framework-%C3%A1d%C3%A1m-hal%C3%A1sz
19,Restberry intends to provide a framework for setting up RESTful JSON APIs with NodeJS. It allows...,12.07.2015,https://www.programmableweb.com/framework/restberry-node.js-framework-mattias-eriksson
20,The Loopback Node.js API Framework by StrongLoop provides a dynamic open source Node.js framework...,12.07.2015,https://www.programmableweb.com/framework/loopback-node.js-api-framework-strongloop
21,The Actionhero.js framework aims to be a multi-transport Node.JS API Server with integrated cluster...,12.07.2015,https://www.programmableweb.com/framework/actionhero-node.js-framework-evan-tahler
22,Danf intends to provide a javascript/node.js full-stack isomorphic OOP framework allowing to code...,12.07.2015,https://www.programmableweb.com/framework/danf-node.js-framework-gnodi
23,The COKE Node.js framework aims to provide developers with a full stack MVC framework that...,12.07.2015,https://www.programmableweb.com/framework/coke-node.js-framework-dreamerslab
24,SocketStream aims to be a Node.js framework for realtime web applications.,12.07.2015,https://www.programmableweb.com/framework/socketstream-node.js-framework-socketstream
0,Chocolatejs Node.js Framework aims to be a full stack and isomorphic Node.js web framework and...,12.07.2015,https://www.programmableweb.com/framework/chocolatejs-node.js-framework-jc-levy
1,The Sane Stack is a Node.js framework that offers developers a Sails and Ember cli to faciliate...,12.07.2015,https://www.programmableweb.com/framework/sane-stack-node.js-framework-sane
2,"Catberry is a Node.js framework that offers developers Flux architecture, isomorphic web-components...",12.07.2015,https://www.programmableweb.com/framework/catberry-node.js-framework-catberry
3,AllcountJS Node.js Framework intends to provide an open source full-stack Node.js framework for...,12.07.2015,https://www.programmableweb.com/framework/allcountjs-node.js-framework-allcountjs
4,Koa is a Node.js web framework that allows users to ditch callbacks and increase error handling by...,11.30.2015,https://www.programmableweb.com/framework/koa-node.js-framework-koa
5,Mediator is a JavaScript framework that intends to provide a class that allows a developer to...,11.30.2015,https://www.programmableweb.com/framework/mediator-javascript-framework-jack-lawson
6,The 140 Medley JavaScript Framework by Honza Pokorny aims to be a micro-framework or a collection...,11.30.2015,https://www.programmableweb.com/framework/140-medley-javascript-framework-honza-pokorny
7,The Rococo JavaScript Framework offers developers a strict subset of Javascript (BlackScript)....,11.25.2015,https://www.programmableweb.com/framework/rococo-javascript-framework-rococo
8,The Janis JavaScript frameworks aims to be a lightweight framework that provides animations via CSS...,11.25.2015,https://www.programmableweb.com/framework/janis-javascript-framework-janis
9,The Lotus Ruby Framework offers developers an Object Oriented Programming option to web development...,11.25.2015,https://www.programmableweb.com/framework/lotus-ruby-framework-luca-guidi
10,The Padrinorb ruby Framework's goal is offer developers core principles of the Sinatra Ruby...,11.25.2015,https://www.programmableweb.com/framework/padrinorb-ruby-framework-padrino
11,The NYNY Ruby Framework offers developers a micro web framework for testing applications on modern...,11.25.2015,https://www.programmableweb.com/framework/nyny-ruby-framework-andrei-lisnic
12,The Grape Ruby Framework allows for the building of lightweight APIs with Ruby when a larger...,11.25.2015,https://www.programmableweb.com/framework/grape-ruby-framework-ruby-grape
13,The Nancy Framework aims to be a minimal Ruby microframework for web development inspired in the ...,11.25.2015,https://www.programmableweb.com/framework/nancy-ruby-framework-guillermo-iguaran
14,"The Cuba Ruby Framework is a microframework that offers developers a mapper for Rack applications,...",11.25.2015,https://www.programmableweb.com/framework/cuba-ruby-framework-michel-martens
15,"The Scorched framework is a Ruby framework that aims to be a generic, DRY, light-weight web...",11.25.2015,https://www.programmableweb.com/framework/scorched-ruby-framework-tom-wardrop
16,The Stapes.js JavaScript framework aims to allow the design of an application to be objective on...,11.20.2015,https://www.programmableweb.com/framework/stapes-javascript-framework-hay-kranen
17,"Wru is a JavaScript framework that intends to offer an essential, general purpose test framework ...",11.20.2015,https://www.programmableweb.com/framework/wru-javascript-framework-andrea-giammarchi
18,The Nerve JavaScript Framework by Jstandish aims to be an asynchronous javascript micro framework...,11.20.2015,https://www.programmableweb.com/framework/nerve-javascript-framework-jstandish
19,The JavaScript framework Guggenheim.js offers developers a framework for agnostic plugin to create...,11.20.2015,https://www.programmableweb.com/framework/guggenheim-javascript-framework-will-mckenzie
20,The PHP version of Pattern Lab aims to be a static site generator. The framework combines platform-...,11.20.2015,https://www.programmableweb.com/framework/patternlab-php-framework-pattern-lab
21,The Node.js framework Style Guide aims to be a simple styleguide framework. It offers developers...,11.20.2015,https://www.programmableweb.com/framework/styleguide-node.js-framework-lars-kappert
22,The Nuclear JavaScript Framework by Optimizely aims to be a reactive flux built with ImmutableJS...,11.20.2015,https://www.programmableweb.com/framework/nuclear-javascript-framework-optimizely
23,The JSBlocks JavaScript Framework by Antonio Stoilkov offers developers a user interface for...,11.20.2015,https://www.programmableweb.com/framework/jsblocks-javascript-framework-antonio-stoilkov
24,The JavaScript Framework WebRx aims to be a Javascript MVVM-Framework built on ReactiveX for...,11.20.2015,https://www.programmableweb.com/framework/webrx-javascript-framework-webrx
0,The Phaser JavaScript Framework by Richard Davey is intended to be a free 2D game framework for...,11.20.2015,https://www.programmableweb.com/framework/phaser-javascript-framework-richard-davey
1,The Opentip JavaScript Framework by Matias Meno aims to be a javascript tooltip. It offers uses for...,11.20.2015,https://www.programmableweb.com/framework/opentip-javascript-framework-matias-meno
2,The MVC framework is intended for JavaScript applications. The framework is aimed at developers who...,11.20.2015,https://www.programmableweb.com/framework/maria-javascript-framework-peter-michaux
3,The Qunit JavaScript Framework by jQuery aims to be a powerful JavaScript unit testing framework....,11.20.2015,https://www.programmableweb.com/framework/qunit-javascript-framework-jquery
4,"The Derby Framework offers developers a MVC framework to write realtime, collaborative applications...",11.05.2015,https://www.programmableweb.com/framework/derby-javascript-framework-derby
5,"The Mithril JavaScript Framework by Leo Horie aims to be a client-side MVC framework, The framework...",11.05.2015,https://www.programmableweb.com/framework/mithril-javascript-framework-leo-horie
6,The JavaScript framework by Sebastian Müller allows for developers to create a JavaScript and Node....,11.05.2015,https://www.programmableweb.com/framework/noduino-javascript-framework-sebastian-m%C3%BCller
7,Prototype is a JavaScript framework that aims to ease development of dynamic web applications. It...,11.05.2015,https://www.programmableweb.com/framework/prototype-javascript-framework-sam-stephenson
8,The Aurelia Framework aims to be a library that offers part of the Aurelia platform and contains...,10.30.2015,https://www.programmableweb.com/framework/aurelia-javascript-framework-durandal
9,Babylon.js aims to be a complete JavaScript framework for building 3D games with HTML 5 and WebGL....,10.30.2015,https://www.programmableweb.com/framework/babylon-javascript-framework-babylon
10,The ColorBox JavaScript Framework by Jack Moore offers developers a customizable lightbox plugin...,10.30.2015,https://www.programmableweb.com/framework/colorbox-javascript-framework-jack-moore
11,The Holder.js Framework aims to render image placeholders entirely in a browser. The framework...,10.30.2015,https://www.programmableweb.com/framework/holder-javascript-framework-ivan-malopinsky
12,FlexSlider JavaScript Framework aims to be a responsive Jquery slider toolkit. The framework offers...,10.30.2015,https://www.programmableweb.com/framework/flexslider-javascript-framework-woothemes
13,The Interact.js JavaScript Framework aims to offer developers a testing environment that allows...,10.30.2015,https://www.programmableweb.com/framework/interact.js-javascript-framework-taye
14,The Nightwatch.js Framework aims to be a Node.js based End-to-End (E2E) testing solution for...,10.30.2015,https://www.programmableweb.com/framework/nightwatch-javascript-framework-nightwatch
15,"The Titanium framework aims to provide a platform for web developers to build cross-platform,...",10.30.2015,https://www.programmableweb.com/framework/applcelerator-titanium-mobile-javascript-framework-appcelerator
16,The Moobile JavaScript Framework by Moobile aims to be a mobile application framework based on...,10.30.2015,https://www.programmableweb.com/framework/moobile-javascript-framework-moobile
17,"EmbedJS is a JavaScript framework that aims to be targeted at embedded devices (mobile phones, TVs...",10.30.2015,https://www.programmableweb.com/framework/embedjs-javascript-framework-uxebu
18,Iconic JavaScript Framework by Iconic is currently free and open source. The framework aims to...,10.30.2015,https://www.programmableweb.com/framework/iconic-javascript-framework-iconic
19,Zepto aims to be a minimalist JavaScript library/framework for modern browsers with a largely...,10.30.2015,https://www.programmableweb.com/framework/zepto-javascript-framework-thomas-fuchs
20,"jQTouch is a JavaScript plugin/framework that aims to work with either Zepto.js or jQuery, and...",10.30.2015,https://www.programmableweb.com/framework/jqtouch-javascript-framework-sencha-labs
21,PhoneGap JavaScript Framework aims to be an open source framework that allows developers to create...,10.30.2015,https://www.programmableweb.com/framework/phonegap-javascript-framework-phonegap
22,"The Twelve-Space JavaScript Framework by Kevin Mack aims to be a Sass-based, BEM, OOCSS framework...",10.30.2015,https://www.programmableweb.com/framework/twelve-space-javascript-framework-kevin-mack
23,jQuery.my aims to be a plugin that binds HTML controls with underlying javascript object using...,10.30.2015,https://www.programmableweb.com/framework/jquery.my-javascript-framework-ermouth
24,ChocolateChip-UI aims to be a JavaScript framework for making mobile Web apps. It has three...,10.30.2015,https://www.programmableweb.com/framework/chocolatechip-ui-javascript-framework-sourcebits
0,The RaptorJS aims to be a JavaScript module bundler that also provides first-level support for...,10.30.2015,https://www.programmableweb.com/framework/raptorjs-javascript-framework-raptorjs
1,The Watir Framework aims to be an open-source (BSD) family of Ruby libraries for automating web...,10.30.2015,https://www.programmableweb.com/framework/watir-javascript-framework-watir
2,Yeti aims to be a Framework that tests frameworks. It allows for the automation of testing for...,10.30.2015,https://www.programmableweb.com/framework/yeti-javascript-framework-yui
