,Related APIs,Category,Submitted,Meta_Url,Source Code,Description,Repository,Languages
82,Netatmo Weather,"Internet of Things, Home Automation, Weather",09.02.2020,https://www.programmableweb.com/sdk/netatmo-weather-typescript-sdk-chrisigel,," The Netatmo Weather TypeScript SDK by ChrisIgel allows developers to integrate the Netatmo Weather API into their applications written in TypeScript, a strict syntactical superset of JavaScript.",,JavaScript
83,"Netatmo Security, Netatmo Weather, Netatmo Security","Internet of Things, Home Automation, Security, Weather",09.02.2020,https://www.programmableweb.com/sdk/netatmo-django-python-sdk-tiago-de-souza-lima-gomes,," The Netatmo Django Python SDK by Tiago de Souza Lima Gomes allows developers to integrate the Netatmo Weather and Security APIs into their applications built with Django, a Python-based web framework.",,Python
84,"Netatmo Weather, Netatmo Aircare","Internet of Things, Home Automation, Weather",09.02.2020,https://www.programmableweb.com/sdk/netatmo-go-sdk-vibioh,, The Netatmo Go SDK by ViBiOh allows developers to use Netatmo APIs to retrieve data from a Netatmo Station or HomeCoach using Go.,,Go
85,Netatmo Weather,"Internet of Things, Home Automation, Weather",09.02.2020,https://www.programmableweb.com/sdk/netatmo-weather-c-sdk-christian-paffhausen,, The Netatmo Weather C++ SDK by Christian Paffhausen allows developers to integrate the Netatmo Weather API into their C++ applications.,,C++
86,Netatmo Weather,"Internet of Things, Home Automation, Weather",09.02.2020,https://www.programmableweb.com/sdk/netatmo-weather-vuejs-sdk-alix-pelletier,," The Netatmo Weather VueJS SDK by Alix Pelletier allows developers to integrate the Netatmo Weather API into their applications built with VueJS, an open-source JavaScript framework for creating user interfaces and single-page applications.",,JavaScript
87,Netatmo Weather,"Internet of Things, Home Automation, Weather",09.02.2020,https://www.programmableweb.com/sdk/netatmo-weather-scala-sdk-p%C3%A4r-karlsson,, The Netatmo Weather Scala SDK by Pär A Karlsson allows developers to integrate the Netatmo Weather API into their Scala applications.,,Scala
88,PayPay Open Payment,"Payments, Japanese",09.01.2020,https://www.programmableweb.com/sdk/paypay-java-sdk,, This Java SDK enables developers to build custom payment checkout processes to suit their unique business needs and branding guidelines. The latest version is 0.4.0.,,Java
89,PayPay Open Payment,"Payments, Japanese",09.01.2020,https://www.programmableweb.com/sdk/paypay-nodejs-sdk,, This NodeJS package enables server-side communications with the PayPay API. The latest version is 0.4.1.,,Node.js
90,PayPay Open Payment,"Payments, Japanese",09.01.2020,https://www.programmableweb.com/sdk/paypay-php-sdk,, This PHP package enables developers to build custom payment checkout processes to suit their unique business needs and branding guidelines. PHP 7.0.0+ is required. The latest version is 0.4.0.,,PHP
91,PayPay Open Payment,"Payments, Japanese",09.01.2020,https://www.programmableweb.com/sdk/paypay-python-sdk,, This Python package enables developers to build custom payment checkout processes to suit their unique business needs and branding guidelines. The latest version is 0.4.2.,,Python
92,D-Wave Solver,"Hardware, Business",08.31.2020,https://www.programmableweb.com/sdk/d-wave-system-python-sdk,, This package incorporates the D-Wave system as a sampler in the D-Wave Ocean software stack. The latest version is 0.9.9. D-Wave is a provider of quantum computing systems for commercial applications.,,Python
93,D-Wave Solver,"Hardware, Business",08.31.2020,https://www.programmableweb.com/sdk/d-wave-ocean-python-sdk,, This Python package provides a chain of tools that implement the computations needed to transform an arbitrarily posed problem to a form solvable on a quantum solver. Python 3.5+ is required. D-Wave is a provider of quantum computing systems for commercial applications.,,Python
94,D-Wave Solver,"Hardware, Business",08.31.2020,https://www.programmableweb.com/sdk/d-wave-networkx-python-sdk,, This Python package provides modules for exploration and analysis of networks and network algorithms. The latest version is 0.8.7. D-Wave is a provider of quantum computing systems for commercial applications.,,Python
95,D-Wave Solver,"Hardware, Business",08.31.2020,https://www.programmableweb.com/sdk/d-wave-neal-python-sdk,, This Python package functions as a simulated annealing sampler. The latest version is 0.5.4. D-Wave is a provider of quantum computing systems for commercial applications.,,Python
96,D-Wave Solver,"Hardware, Business",08.31.2020,https://www.programmableweb.com/sdk/d-wave-inspector-python-sdk,, This package is used to visualize problems and check answers submitted to D-Wave. The latest version is 0.2.3. D-Wave is a provider of quantum computing systems for commercial applications.,,Python
97,D-Wave Solver,"Hardware, Business",08.31.2020,https://www.programmableweb.com/sdk/d-wave-cloud-client-python-sdk,," This package provides resource discovery, permissions, and scheduling for quantum annealing resources at D-Wave Systems. The latest version is 0.7.7. D-Wave is a provider of quantum computing systems for commercial applications.",,Python
98,XEDI,"Business, Documents",08.31.2020,https://www.programmableweb.com/sdk/xedi-sendgrid-php-sdk,, This PHP SDK enables SendGrid support in XEDI applications. The latest version is 2.0.1. PHP 7.1+ is required.,,PHP
99,XEDI,"Business, Documents",08.31.2020,https://www.programmableweb.com/sdk/xedi-behat-laravel-sdk,, This package is a Behat extension that enables EDI document support in Laravel and Lumen. PHP 5.4+ is required. The latest version is 2.0.101.,,PHP
100,XEDI,"Business, Documents",08.31.2020,https://www.programmableweb.com/sdk/xedi-javascript-sdk,, This package enables EDI format functionalities in JavaScript applications. The latest version is 1.14.2.,,JavaScript
101,Bitcoin Payment,"Cryptocurrency, Open Source",08.28.2020,https://www.programmableweb.com/sdk/cryptocrit-nodejs-sdk,, CryptoCRIT is an open-source Cryptocurrency project which facilitates a Cryptocurrency wallet for making payments. The associated Cryptocurrency is called CritCoin.,https://github.com/rgab1508/CryptoCRIT,Node.js
102,SeerBit,"Payments, Business",08.26.2020,https://www.programmableweb.com/sdk/seerbit-laravel-sdk,, This Laravel package serves as an interface between business applications and SeerBit's payment gateway. PHP 7.1+ is required.,,PHP
103,SeerBit,"Payments, Business",08.26.2020,https://www.programmableweb.com/sdk/seerbit-angular-sdk,, Angular SDK that enables online payment capabilities. SeerBit is a payment platform designed for business applications.,,JavaScript
104,SeerBit,"Payments, Business",08.26.2020,https://www.programmableweb.com/sdk/seerbit-java-sdk,," This Java package supports online payments, disputes, and refunds. Java 8+ is required. SeerBit is a payment platform designed for business applications.",,Java
105,SeerBit,"Payments, Business",08.26.2020,https://www.programmableweb.com/sdk/seerbit-python-sdk,," This Python package enables online payments, recurring payments, and transaction status. Python 3.7+ is required. SeerBit is a payment platform designed for business applications.",,Python
106,Scanbot,"Scanning, Invoicing",08.26.2020,https://www.programmableweb.com/sdk/scanbot-barcode-scanner-react-sdk,," This React SDK provides a collection of classes and models that implement 1D and 2D barcode scanning capabilities. This package requires Android 5.0+ and iOS 9+. Scanbot supports document detection, image processing, and payform recognition.",,JavaScript
107,Scanbot,"Scanning, Invoicing",08.26.2020,https://www.programmableweb.com/sdk/scanbot-react-sdk,," This React SDK enables scanning and document creation in third-party applications. Scanbot supports document detection, image processing, and payform recognition.",,JavaScript
108,Scanbot,"Scanning, Invoicing",08.26.2020,https://www.programmableweb.com/sdk/scanbot-barcode-scanner-xamarin-sdk,," This Xamarin package provides a collection of classes and models that implement 1D and 2D barcode scanning capabilities. This SDK requires Android 5.0+ and iOS 9+. Scanbot supports document detection, image processing, and payform recognition.",,C#
109,Scanbot,"Scanning, Invoicing",08.26.2020,https://www.programmableweb.com/sdk/scanbot-xamarin-sdk,," This Xamarin SDK enables scanning and document creation in mobile applications. This package requires Android 4.1+ and iOS 9+. Scanbot supports document detection, image processing, and payform recognition.",,C#
110,Scanbot,"Scanning, Invoicing",08.26.2020,https://www.programmableweb.com/sdk/scanbot-barcode-scanner-android-sdk,," This Android package provides a collection of classes and models that implement 1D and 2D barcode scanning capabilities. Android 5.0 or higher is required. Scanbot supports document detection, image processing, and payform recognition.",,Java
111,Scanbot,"Scanning, Invoicing",08.25.2020,https://www.programmableweb.com/sdk/scanbot-android-sdk,," This Android package provides a collection of classes and functions for scanning and processing documents. Android 5.0+ is required. Scanbot supports document detection, image processing, and payform recognition.",,Java
112,Scanbot,"Scanning, Invoicing",08.25.2020,https://www.programmableweb.com/sdk/scanbot-barcode-scanner-objective-c-sdk,," This Objective-C SDK supports scanning and parsing 1D and 2D barcodes from a mobile device’s camera. This package contains ready to use UI components. Scanbot enables document detection, image processing, and payform recognition in third-party applications.",,Objective-C
113,Scanbot,"Scanning, Invoicing",08.25.2020,https://www.programmableweb.com/sdk/scanbot-objective-c-sdk,," This Objective-C package provides a collection of classes and functions for scanning and processing documents. This SDK contains ready to use UI components. Scanbot supports document detection, image processing, and payform recognition.",,Objective-C
114,Files.com,"File Sharing, Business",08.25.2020,https://www.programmableweb.com/sdk/filescom-go-sdk,," This Go package enables developers to integrate cloud storage and cloud gateway features with their applications. The latest version is 1.0.15. Files.com provides built-in, fast and affordable storage solutions.",,Go
115,Files.com,"File Sharing, Business",08.25.2020,https://www.programmableweb.com/sdk/filescom-python-sdk,," This package contains the bindings required to connect to the Files.com servers. The latest version is 1.0.19. Files.com provides built-in, fast and affordable storage solutions.",,Python
116,Files.com,"File Sharing, Business",08.25.2020,https://www.programmableweb.com/sdk/filescom-ruby-sdk,," This Ruby package enables file collaboration features in third-party applications. Ruby 2.3+ is required. Files.com provides built-in, fast and affordable storage solutions.",,Ruby
117,Files.com,"File Sharing, Business",08.25.2020,https://www.programmableweb.com/sdk/filescom-javascript-sdk,," This JavaScript package enables file collaboration features in third-party applications. The latest version is 1.0.42. Files.com provides built-in, fast and affordable storage solutions.",,JavaScript
118,Files.com,"File Sharing, Business",08.25.2020,https://www.programmableweb.com/sdk/filescom-php-sdk,," PHP package that enables file collaboration features in web applications. PHP 5.5+ is supported. Files.com provides built-in, fast and affordable storage solutions.",,PHP
119,Files.com,"File Sharing, Business",08.25.2020,https://www.programmableweb.com/sdk/filescom-java-sdk,," This Java package enables cloud storage and cloud gateway features in third-party applications. The latest version is 1.0.11. Files.com provides built-in, fast and affordable storage solutions.",,Java
120,Files.com,"File Sharing, Business",08.25.2020,https://www.programmableweb.com/sdk/filescom-net-sdk,," This .NET package enables cloud storage and cloud gateway features in third-party applications. The latest version is 1.0.47. Files.com provides built-in, fast and affordable storage solutions.",,.Net
121,Thunderhead ONE,"Engagement, Cloud",08.24.2020,https://www.programmableweb.com/sdk/thunderhead-data-export-nodejs-sdk,, NodeJS package used to enable server-side data export capabilities. The latest version is 0.0.1.,,Node.js
122,Thunderhead ONE,"Engagement, Cloud",08.24.2020,https://www.programmableweb.com/sdk/thunderhead-datastores-nodejs-sdk,, This NodeJS package adds the datastores module in applications. This module is used to upload and store large volumes of customer data for decisioning.,,Node.js
123,Thunderhead ONE,"Engagement, Cloud",08.24.2020,https://www.programmableweb.com/sdk/thunderhead-cordova-sdk,, Cordova package that enables customer engagement features in third-party applications. The latest version is 1.3.0.,,C#
124,Thunderhead ONE,"Engagement, Cloud",08.24.2020,https://www.programmableweb.com/sdk/thunderhead-objective-c-sdk,, This Objective-C package serves as an interface between mobile applications and Thunderhead's customer engagement platform. The latest version is 5.2.1. iOS 8.0+ is supported.,,Objective-C
